id_usager,id_pays,age,sexe,place_vehicule,gravite,cat_usager
1712,1,19.0,Masculin,Arrière,Blessé léger,Passager
1713,1,17.0,Masculin,Unknown,Blessé léger,Passager
1714,1,67.0,Féminin,Nez à nez,Blessé léger,Passager
1715,1,19.0,Féminin,Arrière,Blessé léger,Passager
1716,1,17.0,Féminin,Unknown,Blessé léger,Passager
1717,1,19.0,Féminin,Unknown,Blessé léger,Passager
1718,1,13.0,Masculin,Unknown,Blessé hospitalisé,Unknown
1719,1,66.0,Féminin,Avant droit,Indemne,Passager
1720,1,18.0,Féminin,Avant gauche,Blessé hospitalisé,Passager
1721,1,9.0,Féminin,Unknown,Blessé léger,Piéton
1722,1,35.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1723,1,25.0,Masculin,Unknown,Indemne,Passager
1724,1,42.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1725,1,11.0,Féminin,Arrière centre,Blessé léger,Passager
1726,1,11.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1727,1,63.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1728,1,44.0,Masculin,Avant centre,Indemne,Passager
1729,1,27.0,Féminin,Arrière droit,Blessé léger,Passager
1730,1,28.0,Féminin,Arrière centre,Blessé hospitalisé,Passager
1731,1,1.0,Masculin,Arrière droit,Blessé léger,Passager
1732,1,21.0,Féminin,Arrière droit,Indemne,Passager
1733,1,5.0,Féminin,Avant droit,Blessé léger,Passager
1734,1,45.0,Féminin,Avant droit,Blessé hospitalisé,Passager
1735,1,9.0,Féminin,Arrière droit,Blessé hospitalisé,Passager
1736,1,74.0,Féminin,Unknown,Tué,Piéton
1737,1,5.0,Féminin,Unknown,Blessé léger,Piéton
1738,1,89.0,Féminin,Avant gauche,Blessé hospitalisé,Conducteur
1739,1,20.0,Masculin,Unknown,Blessé léger,Passager
1740,1,24.0,Masculin,Unknown,Indemne,Piéton
1741,1,43.0,Féminin,Unknown,Blessé léger,Piéton
1742,1,80.0,Féminin,Unknown,Tué,Piéton
1743,1,33.0,Masculin,Avant droit,Tué,Passager
1744,1,21.0,Féminin,Arrière droit,Tué,Passager
1745,1,54.0,Masculin,Avant droit,Tué,Passager
1746,1,24.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1747,1,12.0,Masculin,Avant droit,Indemne,Passager
1748,1,22.0,Féminin,Arrière droit,Indemne,Passager
1749,1,38.0,Masculin,Avant droit,Blessé léger,Passager
1750,1,1.0,Féminin,Arrière gauche,Blessé léger,Passager
1751,1,9.0,Masculin,Arrière droit,Blessé hospitalisé,Passager
1752,1,54.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1753,1,49.0,Féminin,Unknown,Blessé léger,Piéton
1754,1,26.0,Masculin,Avant droit,Blessé hospitalisé,Passager
1755,1,15.0,Masculin,Arrière droit,Blessé léger,Passager
1756,1,71.0,Masculin,Unknown,Blessé léger,Piéton
1757,1,83.0,Féminin,Avant gauche,Indemne,Conducteur
1758,1,89.0,Féminin,Unknown,Blessé hospitalisé,Passager
1759,1,48.0,Masculin,Avant droit,Blessé léger,Passager
1760,1,51.0,Masculin,Arrière gauche,Blessé léger,Passager
1761,1,58.0,Masculin,Unknown,Tué,Piéton
1762,1,26.0,Masculin,Arrière gauche,Blessé hospitalisé,Passager
1763,1,26.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1764,1,20.0,Féminin,Unknown,Blessé léger,Piéton
1765,1,70.0,Féminin,Unknown,Blessé léger,Piéton
1766,1,46.0,Masculin,Arrière droit,Blessé léger,Passager
1767,1,43.0,Masculin,Arrière gauche,Blessé léger,Passager
1768,1,20.0,Féminin,Arrière centre,Blessé hospitalisé,Passager
1769,1,39.0,Masculin,Arrière droit,Blessé léger,Passager
1770,1,74.0,Féminin,Avant gauche,Blessé hospitalisé,Conducteur
1771,1,25.0,Féminin,Arrière droit,Blessé léger,Passager
1772,1,43.0,Féminin,Arrière gauche,Blessé léger,Passager
1773,1,64.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1774,1,35.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1775,1,14.0,Féminin,Arrière gauche,Blessé léger,Passager
1776,1,67.0,Féminin,Avant gauche,Blessé léger,Conducteur
1777,1,17.0,Féminin,Arrière centre,Blessé hospitalisé,Passager
1778,1,81.0,Masculin,Unknown,Tué,Piéton
1779,1,11.0,Masculin,Arrière droit,Blessé hospitalisé,Passager
1780,1,27.0,Masculin,Unknown,Blessé léger,Piéton
1781,1,5.0,Masculin,Unknown,Indemne,Piéton
1782,1,22.0,Féminin,Arrière centre,Blessé léger,Passager
1783,1,69.0,Féminin,Unknown,Tué,Piéton
1784,1,83.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1785,1,45.0,Féminin,Arrière droit,Blessé hospitalisé,Passager
1786,1,14.0,Féminin,Avant droit,Blessé hospitalisé,Passager
1787,1,48.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1788,1,87.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1789,1,9.0,Masculin,Unknown,Blessé léger,Piéton
1790,1,84.0,Masculin,Avant droit,Indemne,Passager
1791,1,18.0,Masculin,Unknown,Indemne,Piéton
1792,1,49.0,Masculin,Unknown,Blessé hospitalisé,Unknown
1793,1,63.0,Féminin,Unknown,Indemne,Piéton
1794,1,48.0,Féminin,Avant gauche,Indemne,Passager
1795,1,2.0,Féminin,Avant droit,Indemne,Passager
1796,1,2.0,Féminin,Arrière gauche,Blessé hospitalisé,Passager
1797,1,12.0,Masculin,Unknown,Blessé hospitalisé,Unknown
1798,1,9.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1799,1,40.0,Féminin,Unknown,Blessé léger,Piéton
1800,1,30.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1801,1,18.0,Féminin,Avant gauche,Indemne,Passager
1802,1,83.0,Féminin,Unknown,Blessé hospitalisé,Unknown
1803,1,7.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1804,1,46.0,Féminin,Unknown,Blessé léger,Piéton
1805,1,52.0,Féminin,Avant gauche,Blessé hospitalisé,Conducteur
1806,1,1.0,Masculin,Arrière centre,Indemne,Passager
1807,1,7.0,Féminin,Arrière droit,Indemne,Passager
1808,1,41.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1809,1,27.0,Masculin,Arrière droit,Blessé hospitalisé,Passager
1810,1,9.0,Masculin,Avant droit,Blessé hospitalisé,Passager
1811,1,62.0,Féminin,Avant droit,Indemne,Passager
1812,1,27.0,Féminin,Unknown,Blessé léger,Piéton
1813,1,17.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1814,1,19.0,Masculin,Arrière gauche,Tué,Passager
1815,1,71.0,Masculin,Avant droit,Blessé léger,Passager
1816,1,39.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1817,1,39.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1818,1,61.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1819,1,31.0,Masculin,Unknown,Blessé léger,Piéton
1820,1,82.0,Féminin,Unknown,Blessé léger,Piéton
1821,1,21.0,Masculin,Unknown,Tué,Piéton
1822,1,29.0,Féminin,Avant droit,Indemne,Passager
1823,1,12.0,Masculin,Arrière droit,Indemne,Passager
1824,1,17.0,Masculin,Arrière gauche,Blessé léger,Passager
1825,1,58.0,Masculin,Unknown,Blessé léger,Piéton
1826,1,67.0,Féminin,Unknown,Blessé léger,Unknown
1827,1,4.0,Féminin,Avant droit,Blessé léger,Passager
1828,1,30.0,Masculin,Unknown,Blessé léger,Piéton
1829,1,83.0,Féminin,Unknown,Blessé léger,Piéton
1830,1,20.0,Féminin,Unknown,Tué,Piéton
1831,1,77.0,Féminin,Unknown,Blessé léger,Piéton
1832,1,33.0,Féminin,Arrière centre,Indemne,Passager
1833,1,48.0,Masculin,Unknown,Blessé léger,Piéton
1834,1,49.0,Féminin,Unknown,Blessé léger,Unknown
1835,1,15.0,Masculin,Arrière centre,Indemne,Passager
1836,1,30.0,Masculin,Avant droit,Tué,Passager
1837,1,24.0,Masculin,Avant gauche,Blessé hospitalisé,Passager
1838,1,8.0,Féminin,Arrière gauche,Blessé léger,Passager
1839,1,51.0,Féminin,Arrière droit,Blessé léger,Passager
1840,1,81.0,Féminin,Avant gauche,Indemne,Conducteur
1841,1,94.0,Masculin,Avant gauche,Blessé léger,Conducteur
1842,1,44.0,Masculin,Avant droit,Blessé hospitalisé,Passager
1843,1,78.0,Masculin,Avant gauche,Blessé léger,Passager
1844,1,92.0,Féminin,Unknown,Blessé léger,Piéton
1845,1,14.0,Masculin,Avant centre,Blessé hospitalisé,Passager
1846,1,31.0,Féminin,Avant droit,Blessé hospitalisé,Passager
1847,1,15.0,Féminin,Arrière gauche,Blessé léger,Passager
1848,1,34.0,Féminin,Unknown,Blessé léger,Unknown
1849,1,10.0,Masculin,Unknown,Indemne,Piéton
1850,1,6.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1851,1,23.0,Masculin,Arrière centre,Blessé léger,Passager
1852,1,22.0,Masculin,Unknown,Blessé léger,Unknown
1853,1,21.0,Féminin,Unknown,Blessé léger,Unknown
1854,1,60.0,Masculin,Avant gauche,Blessé léger,Passager
1855,1,49.0,Féminin,Arrière centre,Blessé léger,Passager
1856,1,58.0,Féminin,Unknown,Blessé léger,Passager
1857,1,67.0,Masculin,Unknown,Blessé léger,Piéton
1858,1,62.0,Féminin,Unknown,Blessé léger,Piéton
1859,1,5.0,Masculin,Arrière droit,Blessé léger,Passager
1860,1,6.0,Masculin,Unknown,Blessé léger,Unknown
1861,1,23.0,Féminin,Unknown,Indemne,Passager
1862,1,65.0,Féminin,Avant gauche,Blessé léger,Conducteur
1863,1,12.0,Féminin,Avant gauche,Blessé léger,Conducteur
1864,1,21.0,Masculin,Avant droit,Tué,Passager
1865,1,70.0,Masculin,Avant droit,Indemne,Passager
1866,1,76.0,Masculin,Unknown,Blessé hospitalisé,Unknown
1867,1,24.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1868,1,30.0,Masculin,Unknown,Blessé léger,Unknown
1869,1,49.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1870,1,69.0,Masculin,Unknown,Tué,Piéton
1871,1,5.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1872,1,85.0,Féminin,Avant droit,Blessé hospitalisé,Passager
1873,1,84.0,Féminin,Avant gauche,Blessé hospitalisé,Conducteur
1874,1,65.0,Masculin,Unknown,Blessé léger,Piéton
1875,1,25.0,Masculin,Unknown,Blessé léger,Piéton
1876,1,72.0,Féminin,Avant gauche,Blessé léger,Conducteur
1877,1,36.0,Féminin,Unknown,Blessé léger,Piéton
1878,1,45.0,Masculin,Unknown,Blessé léger,Piéton
1879,1,66.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1880,1,30.0,Féminin,Unknown,Blessé léger,Piéton
1881,1,32.0,Féminin,Unknown,Blessé léger,Piéton
1882,1,24.0,Masculin,Unknown,Blessé léger,Piéton
1883,1,28.0,Masculin,Arrière gauche,Blessé léger,Passager
1884,1,29.0,Féminin,Arrière droit,Blessé léger,Passager
1885,1,30.0,Féminin,Arrière centre,Blessé léger,Passager
1886,1,51.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1887,1,52.0,Féminin,Avant droit,Blessé léger,Passager
1888,1,37.0,Féminin,Unknown,Blessé léger,Piéton
1889,1,43.0,Masculin,Avant droit,Blessé hospitalisé,Passager
1890,1,51.0,Masculin,Unknown,Indemne,Piéton
1891,1,54.0,Féminin,Unknown,Blessé léger,Piéton
1892,1,46.0,Masculin,Arrière gauche,Blessé léger,Passager
1893,1,55.0,Masculin,Unknown,Indemne,Piéton
1894,1,88.0,Féminin,Unknown,Blessé léger,Piéton
1895,1,29.0,Masculin,Arrière gauche,Blessé léger,Passager
1896,1,57.0,Masculin,Arrière gauche,Blessé léger,Passager
1897,1,35.0,Féminin,Arrière droit,Blessé léger,Passager
1898,1,41.0,Féminin,Arrière gauche,Blessé léger,Passager
1899,1,49.0,Féminin,Arrière gauche,Blessé léger,Passager
1900,1,41.0,Masculin,Avant droit,Blessé léger,Passager
1901,1,23.0,Féminin,Arrière gauche,Blessé léger,Passager
1902,1,64.0,Masculin,Arrière gauche,Blessé léger,Passager
1903,1,61.0,Féminin,Arrière droit,Blessé léger,Passager
1904,1,85.0,Féminin,Unknown,Blessé léger,Piéton
1905,1,41.0,Masculin,Arrière gauche,Blessé léger,Passager
1906,1,26.0,Masculin,Arrière gauche,Indemne,Passager
1907,1,2.0,Féminin,Unknown,Indemne,Piéton
1908,1,9.0,Masculin,Arrière droit,Blessé léger,Passager
1909,1,72.0,Féminin,Arrière gauche,Blessé hospitalisé,Passager
1910,1,10.0,Masculin,Arrière gauche,Blessé hospitalisé,Passager
1911,1,81.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1912,1,10.0,Féminin,Arrière droit,Blessé léger,Passager
1913,1,66.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1914,1,1.0,Féminin,Unknown,Indemne,Piéton
1915,1,21.0,Masculin,Unknown,Blessé léger,Unknown
1916,1,42.0,Masculin,Unknown,Blessé léger,Passager
1917,1,30.0,Masculin,Avant droit,Blessé léger,Passager
1918,1,35.0,Masculin,Avant centre,Blessé léger,Passager
1919,1,9.0,Masculin,Avant centre,Blessé léger,Passager
1920,1,12.0,Masculin,Arrière,Blessé léger,Passager
1921,1,51.0,Masculin,Unknown,Blessé léger,Piéton
1922,1,47.0,Féminin,Unknown,Indemne,Passager
1923,1,55.0,Masculin,Avant gauche,Blessé léger,Passager
1924,1,1.0,Masculin,Unknown,Blessé léger,Piéton
1925,1,65.0,Féminin,Unknown,Indemne,Passager
1926,1,24.0,Masculin,Arrière droit,Blessé hospitalisé,Passager
1927,1,84.0,Masculin,Avant gauche,Tué,Conducteur
1928,1,31.0,Féminin,Unknown,Indemne,Piéton
1929,1,3.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1930,1,83.0,Féminin,Avant gauche,Blessé léger,Conducteur
1931,1,10.0,Féminin,Arrière gauche,Blessé hospitalisé,Passager
1932,1,82.0,Féminin,Arrière droit,Blessé léger,Passager
1933,1,13.0,Masculin,Arrière gauche,Blessé hospitalisé,Passager
1934,1,21.0,Masculin,Arrière gauche,Blessé hospitalisé,Passager
1935,1,49.0,Masculin,Avant gauche,Tué,Conducteur
1936,1,25.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1937,1,71.0,Masculin,Unknown,Tué,Piéton
1938,1,47.0,Masculin,Arrière centre,Blessé hospitalisé,Passager
1939,1,25.0,Masculin,Arrière centre,Blessé léger,Passager
1940,1,27.0,Féminin,Arrière centre,Blessé léger,Passager
1941,1,41.0,Féminin,Arrière gauche,Blessé hospitalisé,Passager
1942,1,55.0,Masculin,Avant droit,Blessé léger,Passager
1943,1,11.0,Féminin,Avant gauche,Blessé hospitalisé,Conducteur
1944,1,93.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1945,1,19.0,Masculin,Unknown,Tué,Piéton
1946,1,84.0,Féminin,Avant gauche,Indemne,Conducteur
1947,1,85.0,Féminin,Avant gauche,Blessé hospitalisé,Conducteur
1948,1,72.0,Féminin,Avant droit,Indemne,Passager
1949,1,43.0,Masculin,Arrière droit,Blessé léger,Passager
1950,1,5.0,Féminin,Arrière gauche,Blessé hospitalisé,Passager
1951,1,31.0,Masculin,Arrière centre,Blessé hospitalisé,Passager
1952,1,87.0,Masculin,Avant gauche,Indemne,Conducteur
1953,1,85.0,Féminin,Avant gauche,Blessé léger,Conducteur
1954,1,35.0,Féminin,Arrière gauche,Blessé léger,Passager
1955,1,1.0,Masculin,Avant droit,Blessé léger,Passager
1956,1,25.0,Féminin,Unknown,Indemne,Passager
1957,1,71.0,Féminin,Avant droit,Indemne,Passager
1958,1,81.0,Féminin,Avant gauche,Blessé hospitalisé,Conducteur
1959,1,63.0,Féminin,Avant droit,Indemne,Passager
1960,1,82.0,Féminin,Avant gauche,Blessé hospitalisé,Conducteur
1961,1,76.0,Féminin,Avant droit,Blessé léger,Passager
1962,1,9.0,Féminin,Arrière gauche,Blessé léger,Passager
1963,1,58.0,Masculin,Arrière gauche,Blessé léger,Passager
1964,1,49.0,Féminin,Arrière,Blessé léger,Passager
1965,1,33.0,Masculin,Arrière droit,Indemne,Passager
1966,1,92.0,Féminin,Avant droit,Blessé léger,Passager
1967,1,87.0,Féminin,Unknown,Blessé léger,Piéton
1968,1,8.0,Masculin,Unknown,Indemne,Piéton
1969,1,91.0,Féminin,Avant droit,Blessé hospitalisé,Passager
1970,1,2.0,Masculin,Avant droit,Blessé léger,Passager
1971,1,39.0,Féminin,Avant droit,Blessé hospitalisé,Passager
1972,1,27.0,Féminin,Arrière droit,Blessé hospitalisé,Passager
1973,1,16.0,Féminin,Arrière,Blessé hospitalisé,Passager
1974,1,57.0,Féminin,Arrière,Blessé hospitalisé,Passager
1975,1,48.0,Masculin,Unknown,Blessé hospitalisé,Passager
1976,1,1.0,Masculin,Unknown,Indemne,Passager
1977,1,22.0,Masculin,Arrière centre,Blessé hospitalisé,Passager
1978,1,32.0,Masculin,Unknown,Indemne,Piéton
1979,1,47.0,Masculin,Avant droit,Blessé hospitalisé,Passager
1980,1,26.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1981,1,38.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1982,1,40.0,Féminin,Arrière centre,Blessé hospitalisé,Passager
1983,1,12.0,Féminin,Unknown,Blessé léger,Unknown
1984,1,3.0,Masculin,Unknown,Blessé léger,Piéton
1985,1,22.0,Masculin,Unknown,Blessé hospitalisé,Piéton
1986,1,4.0,Masculin,Avant gauche,Blessé hospitalisé,Conducteur
1987,1,21.0,Masculin,Arrière centre,Blessé hospitalisé,Passager
1988,1,19.0,Féminin,Arrière gauche,Blessé hospitalisé,Passager
1989,1,93.0,Féminin,Unknown,Blessé hospitalisé,Piéton
1990,1,30.0,Masculin,Arrière gauche,Blessé hospitalisé,Passager
1991,1,36.0,Masculin,Avant gauche,Blessé hospitalisé,Passager
1992,1,20.0,Féminin,Avant gauche,Indemne,Passager
1993,1,45.0,Masculin,Avant gauche,Blessé léger,Passager
1994,1,45.0,Féminin,Avant centre,Blessé léger,Passager
1995,1,67.0,Féminin,Unknown,Tué,Piéton
1996,1,46.0,Féminin,Unknown,Blessé léger,Passager
1997,1,68.0,Féminin,Avant droit,Blessé léger,Passager
1998,1,49.0,Masculin,Unknown,Blessé léger,Piéton
1999,1,73.0,Féminin,Avant droit,Blessé léger,Passager
2000,1,91.0,Féminin,Avant droit,Blessé léger,Passager
2001,1,85.0,Féminin,Arrière droit,Blessé léger,Passager
2002,1,83.0,Féminin,Arrière gauche,Blessé léger,Passager
2003,1,35.0,Masculin,Unknown,Blessé léger,Piéton
2004,1,1.0,Féminin,Avant droit,Indemne,Passager
2005,1,68.0,Masculin,Unknown,Tué,Piéton
2006,1,25.0,Féminin,Arrière gauche,Blessé léger,Passager
2007,1,70.0,Masculin,Unknown,Blessé hospitalisé,Piéton
2008,1,36.0,Féminin,Arrière gauche,Blessé léger,Passager
2009,1,72.0,Féminin,Avant gauche,Blessé hospitalisé,Conducteur
2010,1,28.0,Masculin,Unknown,Indemne,Passager
2011,1,107.0,Masculin,Avant droit,Blessé hospitalisé,Passager
2012,1,30.0,Féminin,Avant gauche,Blessé léger,Passager
2013,1,8.0,Féminin,Avant gauche,Blessé léger,Passager
2014,1,10.0,Féminin,Avant gauche,Blessé léger,Passager
2015,1,32.0,Féminin,Avant gauche,Blessé léger,Passager
2016,1,48.0,Féminin,Avant gauche,Blessé léger,Passager
2017,1,11.0,Féminin,Arrière centre,Blessé hospitalisé,Passager
2018,1,10.0,Masculin,Arrière centre,Blessé léger,Passager
2019,1,60.0,Féminin,Arrière gauche,Blessé léger,Passager
2020,1,39.0,Masculin,Avant gauche,Blessé hospitalisé,Passager
2021,1,26.0,Féminin,Arrière gauche,Blessé hospitalisé,Passager
2022,1,56.0,Féminin,Arrière centre,Blessé hospitalisé,Passager
2023,1,29.0,Masculin,Avant gauche,Blessé léger,Passager
2024,1,74.0,Masculin,Avant gauche,Tué,Conducteur
2025,1,6.0,Féminin,Avant droit,Blessé léger,Passager
2026,1,56.0,Féminin,Arrière centre,Blessé léger,Passager
2027,1,54.0,Masculin,Unknown,Blessé léger,Piéton
2028,1,58.0,Féminin,Arrière droit,Blessé hospitalisé,Passager
2029,1,14.0,Féminin,Arrière droit,Blessé hospitalisé,Passager
2030,1,13.0,Masculin,Arrière gauche,Indemne,Passager
2031,1,3.0,Féminin,Arrière gauche,Blessé léger,Passager
2032,1,27.0,Masculin,Arrière droit,Blessé léger,Passager
2033,1,32.0,Masculin,Arrière gauche,Blessé léger,Passager
2034,1,28.0,Masculin,Nez à nez,Blessé léger,Passager
2035,1,27.0,Masculin,Arrière gauche,Blessé léger,Passager
2036,1,84.0,Féminin,Avant droit,Blessé léger,Passager
2037,1,12.0,Masculin,Unknown,Indemne,Passager
2038,1,32.0,Masculin,Arrière droit,Indemne,Passager
2039,1,88.0,Féminin,Avant droit,Blessé léger,Passager
2040,1,59.0,Masculin,Avant droit,Blessé hospitalisé,Passager
2041,1,24.0,Masculin,Unknown,Blessé léger,Passager
2042,1,7.0,Féminin,Unknown,Blessé hospitalisé,Piéton
2043,1,39.0,Masculin,Avant droit,Blessé hospitalisé,Passager
2044,1,0.0,Féminin,Arrière gauche,Indemne,Passager
2045,1,10.0,Féminin,Arrière centre,Indemne,Passager
2046,1,26.0,Féminin,Arrière centre,Blessé hospitalisé,Passager
2047,1,57.0,Féminin,Unknown,Tué,Piéton
2048,1,28.0,Féminin,Avant gauche,Blessé léger,Passager
2049,1,51.0,Masculin,Avant gauche,Indemne,Passager
2050,1,54.0,Féminin,Arrière droit,Blessé léger,Passager
2051,1,11.0,Féminin,Arrière gauche,Indemne,Passager
2052,1,34.0,Féminin,Arrière droit,Blessé hospitalisé,Passager
2053,1,34.0,Masculin,Avant droit,Tué,Passager
2054,1,55.0,Masculin,Arrière gauche,Blessé léger,Passager
2055,1,17.0,Masculin,Unknown,Tué,Piéton
2056,1,38.0,Masculin,Unknown,Tué,Piéton
2057,1,12.0,Féminin,Arrière droit,Indemne,Passager
2058,1,71.0,Féminin,Arrière gauche,Blessé léger,Passager
2059,1,23.0,Féminin,Arrière droit,Blessé hospitalisé,Passager
2060,1,33.0,Masculin,Avant droit,Blessé hospitalisé,Passager
2061,1,31.0,Masculin,Arrière droit,Indemne,Passager
2062,1,5.0,Féminin,Arrière gauche,Indemne,Passager
2063,1,34.0,Masculin,Unknown,Indemne,Piéton
2064,1,31.0,Masculin,Unknown,Indemne,Piéton
2065,1,21.0,Masculin,Arrière droit,Indemne,Passager
2066,1,12.0,Masculin,Avant droit,Blessé hospitalisé,Passager
2067,1,57.0,Féminin,Arrière droit,Blessé hospitalisé,Passager
2068,1,23.0,Masculin,Arrière droit,Blessé hospitalisé,Passager
2069,1,28.0,Féminin,Arrière gauche,Blessé léger,Passager
2070,1,76.0,Masculin,Unknown,Tué,Piéton
2071,1,94.0,Féminin,Unknown,Blessé léger,Piéton
2072,1,8.0,Féminin,Avant droit,Blessé léger,Passager
2073,1,19.0,Féminin,Arrière gauche,Tué,Passager
2074,1,2.0,Masculin,Arrière droit,Blessé hospitalisé,Passager
2075,1,75.0,Féminin,Unknown,Blessé léger,Passager
2076,1,36.0,Féminin,Arrière gauche,Blessé hospitalisé,Passager
2077,1,61.0,Féminin,Arrière gauche,Blessé léger,Passager
2078,1,28.0,Féminin,Arrière droit,Blessé léger,Passager
2079,1,83.0,Masculin,Unknown,Tué,Piéton
2080,1,36.0,Féminin,Avant droit,Blessé hospitalisé,Passager
2081,1,27.0,Masculin,Arrière gauche,Blessé hospitalisé,Passager
2082,1,78.0,Masculin,Avant droit,Blessé léger,Passager
2083,1,93.0,Féminin,Unknown,Blessé léger,Piéton
2084,1,11.0,Féminin,Arrière droit,Blessé léger,Passager
2085,1,14.0,Masculin,Arrière droit,Blessé léger,Passager
2086,1,22.0,Féminin,Arrière centre,Indemne,Passager
2087,1,74.0,Féminin,Avant gauche,Blessé léger,Conducteur
2088,1,86.0,Féminin,Avant droit,Indemne,Passager
2089,1,59.0,Masculin,Unknown,Indemne,Passager
2090,1,84.0,Féminin,Nez à nez,Blessé léger,Passager
2091,1,78.0,Féminin,Unknown,Blessé léger,Unknown
2092,1,31.0,Masculin,Avant droit,Blessé hospitalisé,Passager
2093,1,27.0,Féminin,Arrière gauche,Blessé hospitalisé,Passager
2094,1,85.0,Féminin,Avant gauche,Indemne,Conducteur
2095,1,17.0,Féminin,Avant gauche,Blessé léger,Passager
2096,1,7.0,Masculin,Avant droit,Blessé léger,Passager
2097,1,19.0,Masculin,Unknown,Blessé léger,Unknown
2098,1,29.0,Masculin,Unknown,Blessé léger,Passager
2099,1,80.0,Féminin,Unknown,Blessé léger,Piéton
2100,1,94.0,Masculin,Unknown,Blessé léger,Piéton
2101,1,88.0,Féminin,Unknown,Tué,Piéton
2102,1,4.0,Masculin,Arrière,Blessé léger,Passager
2103,1,44.0,Féminin,Arrière,Blessé léger,Passager
2104,1,21.0,Masculin,Unknown,Blessé léger,Passager
2105,1,71.0,Féminin,Avant droit,Blessé hospitalisé,Passager
2106,1,20.0,Féminin,Unknown,Blessé léger,Passager
2107,1,52.0,Féminin,Arrière gauche,Blessé léger,Passager
2108,1,45.0,Féminin,Avant droit,Indemne,Passager
2109,1,29.0,Féminin,Arrière centre,Blessé hospitalisé,Passager
2110,1,,Féminin,Unknown,Blessé hospitalisé,Piéton
2111,1,13.0,Féminin,Avant droit,Blessé hospitalisé,Passager
2112,1,17.0,Masculin,Arrière centre,Blessé hospitalisé,Passager
2113,1,64.0,Masculin,Unknown,Indemne,Piéton
2114,1,38.0,Masculin,Avant droit,Indemne,Passager
2115,1,32.0,Masculin,Arrière droit,Blessé hospitalisé,Passager
2116,1,,Masculin,Avant droit,Blessé léger,Passager
2117,1,16.0,Féminin,Unknown,Blessé léger,Passager
2118,1,53.0,Féminin,Arrière gauche,Blessé léger,Passager
2119,1,69.0,Féminin,Unknown,Tué,Unknown
2120,1,1.0,Masculin,Unknown,Blessé hospitalisé,Piéton
2121,1,77.0,Masculin,Avant droit,Indemne,Passager
2122,1,55.0,Féminin,Unknown,Blessé léger,Piéton
2123,1,23.0,Féminin,Arrière gauche,Tué,Passager
2124,1,58.0,Masculin,Avant droit,Indemne,Passager
2125,1,11.0,Masculin,Unknown,Blessé hospitalisé,Unknown
2126,1,18.0,Féminin,Unknown,Blessé hospitalisé,Passager
2127,1,4.0,Masculin,Unknown,Blessé léger,Passager
2128,1,14.0,Féminin,Arrière droit,Blessé léger,Passager
2129,1,15.0,Masculin,Unknown,Blessé léger,Passager
2130,1,,Féminin,Avant droit,Blessé léger,Passager
2131,1,28.0,Masculin,Unknown,Blessé léger,Passager
2132,1,45.0,Féminin,Unknown,Blessé léger,Passager
2133,1,49.0,Masculin,Arrière droit,Blessé hospitalisé,Passager
2134,1,74.0,Féminin,Arrière gauche,Blessé hospitalisé,Passager
2135,1,86.0,Masculin,Avant gauche,Blessé léger,Conducteur
2136,1,53.0,Féminin,Unknown,Indemne,Piéton
2137,1,62.0,Masculin,Avant gauche,Blessé léger,Passager
2138,1,107.0,Féminin,Avant gauche,Blessé léger,Conducteur
2139,1,16.0,Féminin,Avant droit,Tué,Passager
2140,1,6.0,Masculin,Arrière centre,Blessé léger,Passager
2141,1,83.0,Masculin,Avant gauche,Blessé léger,Conducteur
2142,1,17.0,Masculin,Unknown,Indemne,Piéton
2143,1,18.0,Féminin,Arrière droit,Blessé hospitalisé,Passager
2144,1,16.0,Masculin,Unknown,Indemne,Passager
