id_vehicule,id_pays,type_vehicule,manoeuvre,nb_occupants,motorisation
1013,826,Goods vehicle over 3.5t and up to 7.5t,Overtaking static vehicle on offside,2,Heavy oil
1014,826,Car,Turning right,0,Petrol/Gas hybrid
1015,826,Car,Overtaking static vehicle on offside,3,Heavy oil
1016,826,Other vehicle,Going ahead,4,Heavy oil
1017,826,Unknown,Parked,1,Heavy oil
1018,826,Unknown,Going ahead,1,Unknown
1019,826,Unknown,Turning right,1,Unknown
1020,826,Unknown,Waiting to go ahead,1,Unknown
1021,826,Unknown,Turning right,1,Heavy oil
1022,826,Unknown,Moving off,1,Unknown
1023,826,Unknown,Turning left,1,Unknown
1024,826,Unknown,Slowing or stopping,1,Unknown
1025,826,Unknown,Changing lane to left,1,Heavy oil
1026,826,Unknown,Waiting to turn right,1,Heavy oil
1027,826,Unknown,Turning left,1,Heavy oil
1028,826,Unknown,Reversing,1,Heavy oil
1029,826,Unknown,Slowing or stopping,1,Heavy oil
1030,826,Unknown,Overtaking static vehicle on offside,1,Unknown
1031,826,Van/Goods vehicle 3.5t and under,Moving off,0,Petrol
1032,826,Minibus (8-16 passenger seats),Turning left,0,Petrol
1033,826,Unknown,Parked,4,Heavy oil
1034,826,Unknown,Waiting to go ahead,3,Heavy oil
1035,826,Motorcycle over 125cc and up to 500cc,Overtaking static vehicle on offside,0,Unknown
1036,826,Motorcycle - unknown cc,Slowing or stopping,0,Petrol
1037,826,Car,Slowing or stopping,3,Petrol
1038,826,Other vehicle,Waiting to turn right,4,Heavy oil
1039,826,Unknown,Reversing,,Petrol
1040,826,Van/Goods vehicle 3.5t and under,Overtaking static vehicle on offside,0,Petrol
1041,826,Van/Goods vehicle 3.5t and under,Overtaking on nearside,0,Petrol
1042,826,Agricultural vehicle,Going ahead,2,Heavy oil
1043,826,Agricultural vehicle,Waiting to go ahead,0,Heavy oil
1044,826,Bus or coach (17+ passenger seats),Moving off,1,Heavy oil
1045,826,Goods vehicle over 3.5t and up to 7.5t,Overtaking static vehicle on offside,0,Heavy oil
1046,826,Goods vehicle over 3.5t and up to 7.5t,Overtaking moving vehicle on offside,1,Heavy oil
1047,826,Unknown,Turning right,4,Heavy oil
1048,826,Van/Goods vehicle 3.5t and under,Reversing,0,Petrol
1049,826,Van/Goods vehicle 3.5t and under,Changing lane to right,0,Petrol
1050,826,Unknown,Parked,1,Unknown
1051,826,Unknown,Changing lane to left,1,Unknown
1052,826,Unknown,Reversing,1,Unknown
1053,826,Unknown,Overtaking moving vehicle on offside,1,Heavy oil
1054,826,Unknown,Going ahead,2,Petrol
1055,826,Van/Goods vehicle 3.5t and under,Turning left,4,Unknown
1056,826,Other vehicle,Turning right,0,Electric
1057,826,Car,Turning left,3,Petrol
1058,826,Unknown,Going ahead,0,Petrol/Gas hybrid
1059,826,Unknown,Turning left,0,Petrol/Gas hybrid
1060,826,Unknown,Overtaking moving vehicle on offside,3,Heavy oil
1061,826,Other vehicle,Going ahead,2,Unknown
1062,826,Van/Goods vehicle 3.5t and under,U-turn,0,Petrol
1063,826,Unknown,Turning right,5,Petrol
1064,826,Van/Goods vehicle 3.5t and under,Overtaking moving vehicle on offside,0,Petrol
1065,826,Unknown,Reversing,4,Petrol
1066,826,Unknown,Waiting to turn left,4,Heavy oil
1067,826,Goods vehicle over 7.5t,Changing lane to left,4,Unknown
1068,826,Goods vehicle over 7.5t,Changing lane to right,2,Heavy oil
1069,826,Goods vehicle over 7.5t,U-turn,4,Unknown
1070,826,Minibus (8-16 passenger seats),Turning left,0,Heavy oil
1071,826,Minibus (8-16 passenger seats),Going ahead,0,Petrol
1072,826,Minibus (8-16 passenger seats),Changing lane to right,0,Unknown
1073,826,Goods vehicle over 3.5t and up to 7.5t,Waiting to turn right,0,Heavy oil
1074,826,Goods vehicle over 7.5t,Parked,0,Petrol
1075,826,Goods vehicle over 7.5t,Going ahead,1,Petrol
1076,826,Goods vehicle over 7.5t,Overtaking moving vehicle on offside,5,Heavy oil
1077,826,Goods vehicle over 7.5t,Waiting to turn left,1,Unknown
1078,826,Unknown,Turning right,,Petrol
1079,826,Unknown,Overtaking moving vehicle on offside,4,Heavy oil
1080,826,Unknown,Unknown,,Petrol
1081,826,Pedal cycle,Going ahead,0,Petrol
1082,826,Unknown,Reversing,4,Heavy oil
1083,826,Bus or coach (17+ passenger seats),Parked,0,Petrol
1084,826,Bus or coach (17+ passenger seats),Moving off,0,Petrol
1085,826,Taxi/Private hire car,Changing lane to left,4,Heavy oil
1086,826,Goods vehicle over 3.5t and up to 7.5t,Changing lane to left,1,Unknown
1087,826,Taxi/Private hire car,Overtaking static vehicle on offside,0,Unknown
1088,826,Taxi/Private hire car,Changing lane to right,0,Unknown
1089,826,Goods vehicle over 3.5t and up to 7.5t,Slowing or stopping,1,Heavy oil
1090,826,Goods vehicle over 3.5t and up to 7.5t,Changing lane to right,1,Heavy oil
1091,826,Other vehicle,Parked,1,Unknown
1092,826,Van/Goods vehicle 3.5t and under,Waiting to go ahead,,Heavy oil
1093,826,Bus or coach (17+ passenger seats),Going ahead,5,Heavy oil
1094,826,Unknown,Waiting to go ahead,4,Heavy oil
1095,826,Unknown,Turning left,4,Heavy oil
1096,826,Van/Goods vehicle 3.5t and under,Changing lane to left,0,Petrol
1097,826,Unknown,Slowing or stopping,0,Steam
1098,826,Unknown,Overtaking on nearside,1,Heavy oil
1099,826,Unknown,U-turn,1,Unknown
1100,826,Unknown,Waiting to turn left,5,Petrol
1101,826,Unknown,Slowing or stopping,4,Petrol
1102,826,Unknown,Waiting to go ahead,4,Petrol
1103,826,Van/Goods vehicle 3.5t and under,Slowing or stopping,5,Heavy oil
1104,826,Van/Goods vehicle 3.5t and under,Turning right,5,Heavy oil
1105,826,Other vehicle,Moving off,0,Petrol
1106,826,Agricultural vehicle,Changing lane to left,0,Unknown
1107,826,Ridden horse,Going ahead,5,Unknown
1108,826,Agricultural vehicle,Changing lane to right,0,Unknown
1109,826,Minibus (8-16 passenger seats),U-turn,0,Unknown
1110,826,Ridden horse,Overtaking static vehicle on offside,0,Unknown
1111,826,Unknown,Turning right,0,Petrol/Gas hybrid
1112,826,Unknown,Waiting to go ahead,0,Petrol/Gas hybrid
1113,826,Unknown,Overtaking moving vehicle on offside,0,Petrol/Gas hybrid
1114,826,Van/Goods vehicle 3.5t and under,Waiting to turn left,0,Petrol/Gas hybrid
1115,826,Taxi/Private hire car,Going ahead,0,Petrol/Gas hybrid
1116,826,Minibus (8-16 passenger seats),Overtaking on nearside,0,Unknown
1117,826,Motorcycle over 500cc,Turning right,0,Unknown
1118,826,Goods vehicle over 7.5t,Moving off,5,Heavy oil
1119,826,Car,Reversing,4,Heavy oil
1120,826,Taxi/Private hire car,Overtaking static vehicle on offside,0,Petrol
1121,826,Van/Goods vehicle 3.5t and under,Parked,5,Petrol
1122,826,Minibus (8-16 passenger seats),U-turn,0,Heavy oil
1123,826,Van/Goods vehicle 3.5t and under,Reversing,4,Heavy oil
1124,826,Other vehicle,Parked,4,Heavy oil
1125,826,Van/Goods vehicle 3.5t and under,Moving off,4,Heavy oil
1126,826,Car,Overtaking moving vehicle on offside,4,Petrol
1127,826,Motorcycle 125cc and under,Going ahead,0,Heavy oil
1128,826,Car,Waiting to turn right,9,Petrol
1129,826,Taxi/Private hire car,Slowing or stopping,0,Unknown
1130,826,Motorcycle over 500cc,Overtaking moving vehicle on offside,0,Unknown
1131,826,Other vehicle,Going ahead,0,Gas/Bi-fuel
1132,826,Goods vehicle over 3.5t and up to 7.5t,Slowing or stopping,0,Petrol
1133,826,Goods vehicle over 7.5t,Moving off,2,Heavy oil
1134,826,Bus or coach (17+ passenger seats),Going ahead,,Heavy oil
1135,826,Van/Goods vehicle 3.5t and under,Slowing or stopping,0,Gas/Bi-fuel
1136,826,Goods vehicle - unknown weight,Slowing or stopping,4,Heavy oil
1137,826,Motorcycle - unknown cc,Unknown,,Petrol
1138,826,Car,Parked,,Heavy oil
1139,826,Car,Overtaking moving vehicle on offside,5,Petrol
1140,826,Goods vehicle - unknown weight,Parked,0,Heavy oil
1141,826,Goods vehicle over 3.5t and up to 7.5t,Turning left,1,Unknown
1142,826,Goods vehicle over 7.5t,Changing lane to right,4,Heavy oil
1143,826,Car,Parked,5,Heavy oil
1144,826,Car,Slowing or stopping,,Unknown
1145,826,Motorcycle 125cc and under,Going ahead,9,Unknown
1146,826,Goods vehicle - unknown weight,Reversing,0,Unknown
1147,826,Pedal cycle,Going ahead,9,Unknown
1148,826,Other vehicle,Waiting to turn left,0,Unknown
1149,826,Motorcycle 125cc and under,Unknown,9,Unknown
1150,826,Taxi/Private hire car,U-turn,0,Unknown
1151,826,Goods vehicle - unknown weight,Changing lane to left,0,Unknown
1152,826,Van/Goods vehicle 3.5t and under,Moving off,,Unknown
1153,826,Goods vehicle - unknown weight,Unknown,4,Unknown
1154,826,Unknown,Moving off,9,Unknown
1155,826,Goods vehicle over 7.5t,Changing lane to right,4,Unknown
1156,826,Motorcycle - unknown cc,Overtaking on nearside,0,Unknown
1157,826,Van/Goods vehicle 3.5t and under,Changing lane to left,9,Unknown
1158,826,Motorcycle - unknown cc,Moving off,0,Unknown
1159,826,Motorcycle - unknown cc,Reversing,0,Unknown
1160,826,Pedal cycle,Going ahead,,Unknown
1161,826,Other vehicle,Unknown,,Unknown
1162,826,Bus or coach (17+ passenger seats),Unknown,,Unknown
1163,826,Other vehicle,Moving off,1,Unknown
1164,826,Pedal cycle,Moving off,9,Unknown
1165,826,Car,Moving off,,Unknown
1166,826,Unknown,Going ahead,9,Unknown
1167,826,Motorcycle - unknown cc,Overtaking static vehicle on offside,0,Unknown
1168,826,Motorcycle - unknown cc,Turning left,0,Unknown
1169,826,Van/Goods vehicle 3.5t and under,Going ahead,9,Unknown
1170,826,Minibus (8-16 passenger seats),Overtaking moving vehicle on offside,0,Unknown
1171,826,Motorcycle over 500cc,Moving off,0,Unknown
1172,826,Pedal cycle,Overtaking on nearside,5,Unknown
1173,826,Bus or coach (17+ passenger seats),Moving off,,Unknown
1174,826,Motorcycle - unknown cc,Unknown,9,Unknown
1175,826,Car,Reversing,,Unknown
1176,826,Car,Overtaking moving vehicle on offside,4,Unknown
1177,826,Goods vehicle over 7.5t,Going ahead,,Unknown
1178,826,Taxi/Private hire car,Unknown,9,Unknown
1179,826,Goods vehicle - unknown weight,Unknown,,Unknown
1180,826,Motorcycle - unknown cc,Unknown,,Unknown
1181,826,Pedal cycle,Overtaking on nearside,9,Unknown
1182,826,Goods vehicle - unknown weight,Moving off,0,Unknown
1183,826,Taxi/Private hire car,Going ahead,,Unknown
1184,826,Motorcycle - unknown cc,Changing lane to left,9,Unknown
1185,826,Van/Goods vehicle 3.5t and under,Turning left,,Unknown
1186,826,Van/Goods vehicle 3.5t and under,Unknown,,Unknown
1187,826,Motorcycle 125cc and under,Going ahead,,Unknown
1188,826,Taxi/Private hire car,Slowing or stopping,9,Heavy oil
1189,826,Car,Going ahead,1,Petrol
1190,826,Goods vehicle - unknown weight,Going ahead,4,Heavy oil
1191,826,Goods vehicle over 7.5t,Going ahead,1,Gas
1192,826,Motorcycle 50cc and under,Parked,0,Unknown
1193,826,Unknown,Reversing,0,Petrol/Gas hybrid
1194,826,Minibus (8-16 passenger seats),Changing lane to left,0,Heavy oil
1195,826,Car,Changing lane to right,3,Petrol
1196,826,Car,Overtaking static vehicle on offside,0,Petrol/Gas hybrid
1197,826,Car,Changing lane to left,0,Petrol/Gas hybrid
1198,826,Motorcycle over 125cc and up to 500cc,Overtaking static vehicle on offside,9,Petrol
1199,826,Motorcycle over 500cc,Slowing or stopping,3,Petrol
1200,826,Car,Changing lane to right,9,Petrol
1201,826,Goods vehicle over 7.5t,Slowing or stopping,5,Unknown
1202,826,Van/Goods vehicle 3.5t and under,Going ahead,2,Heavy oil
1203,826,Unknown,Changing lane to right,3,Petrol
1204,826,Other vehicle,Reversing,0,Electric
1205,826,Bus or coach (17+ passenger seats),Going ahead,4,Heavy oil
1206,826,Bus or coach (17+ passenger seats),Overtaking static vehicle on offside,0,Petrol
1207,826,Van/Goods vehicle 3.5t and under,Waiting to go ahead,4,Heavy oil
1208,826,Car,Overtaking moving vehicle on offside,0,Petrol/Gas hybrid
1209,826,Car,Slowing or stopping,0,Petrol/Gas hybrid
1210,826,Van/Goods vehicle 3.5t and under,Turning right,0,Gas/Bi-fuel
1211,826,Taxi/Private hire car,Slowing or stopping,0,Gas/Bi-fuel
1212,826,Mobility scooter,Waiting to turn right,0,Electric
1213,826,Motorcycle over 125cc and up to 500cc,Going ahead,5,Petrol
1214,826,Motorcycle over 125cc and up to 500cc,Moving off,0,Electric
1215,826,Motorcycle 125cc and under,Going ahead,0,Electric
1216,826,Electric motorcycle,Overtaking moving vehicle on offside,0,Electric
1217,826,Motorcycle - unknown cc,Turning left,0,Petrol
1218,826,Car,Unknown,9,Electric diesel
1219,826,Van/Goods vehicle 3.5t and under,Turning right,,Heavy oil
1220,826,Motorcycle 125cc and under,Waiting to turn right,0,Unknown
1221,826,Unknown,Changing lane to right,4,Heavy oil
1222,826,Unknown,Turning right,5,Heavy oil
1223,826,Unknown,Turning right,3,Petrol
1224,826,Minibus (8-16 passenger seats),Overtaking moving vehicle on offside,0,Heavy oil
1225,826,Car,Turning right,4,Petrol
1226,826,Minibus (8-16 passenger seats),Waiting to turn left,0,Heavy oil
1227,826,Goods vehicle over 3.5t and up to 7.5t,Changing lane to right,5,Heavy oil
1228,826,Taxi/Private hire car,Waiting to go ahead,0,Gas/Bi-fuel
1229,826,Car,Slowing or stopping,0,Gas/Bi-fuel
1230,826,Van/Goods vehicle 3.5t and under,Parked,0,Gas/Bi-fuel
1231,826,Car,Turning left,5,Petrol
1232,826,Motorcycle over 125cc and up to 500cc,Parked,0,Petrol
1233,826,Motorcycle 125cc and under,Reversing,0,Petrol
1234,826,Taxi/Private hire car,Turning left,,Heavy oil
1235,826,Goods vehicle - unknown weight,Overtaking moving vehicle on offside,0,Heavy oil
1236,826,Car,Turning left,,Petrol
1237,826,Minibus (8-16 passenger seats),Slowing or stopping,0,Petrol
1238,826,Minibus (8-16 passenger seats),Overtaking on nearside,0,Heavy oil
1239,826,Motorcycle over 125cc and up to 500cc,Reversing,0,Petrol
1240,826,Goods vehicle over 3.5t and up to 7.5t,Waiting to go ahead,0,Petrol
1241,826,Other vehicle,Slowing or stopping,1,Unknown
1242,826,Other vehicle,Going ahead,0,Gas
1243,826,Taxi/Private hire car,Overtaking moving vehicle on offside,0,Petrol
1244,826,Van/Goods vehicle 3.5t and under,Moving off,0,Gas/Bi-fuel
1245,826,Van/Goods vehicle 3.5t and under,Slowing or stopping,3,Heavy oil
1246,826,Agricultural vehicle,Waiting to turn right,0,Heavy oil
1247,826,Motorcycle 125cc and under,Overtaking on nearside,0,Electric
1248,826,Unknown,Overtaking on nearside,1,Unknown
1249,826,Unknown,Going ahead,2,Unknown
1250,826,Unknown,Overtaking moving vehicle on offside,1,Unknown
1251,826,Unknown,U-turn,3,Unknown
1252,826,Other vehicle,Moving off,5,Unknown
1253,826,Unknown,Parked,,Unknown
1254,826,Van/Goods vehicle 3.5t and under,Changing lane to left,2,Unknown
1255,826,Unknown,Moving off,4,Unknown
1256,826,Van/Goods vehicle 3.5t and under,Parked,4,Unknown
1257,826,Van/Goods vehicle 3.5t and under,Overtaking moving vehicle on offside,3,Unknown
1258,826,Unknown,Changing lane to right,1,Unknown
1259,826,Other vehicle,Parked,4,Unknown
1260,826,Unknown,Overtaking moving vehicle on offside,,Unknown
1261,826,Unknown,Changing lane to right,2,Unknown
1262,826,Unknown,Moving off,3,Unknown
1263,826,Unknown,Parked,3,Unknown
1264,826,Van/Goods vehicle 3.5t and under,Parked,,Unknown
1265,826,Other vehicle,Parked,5,Unknown
1266,826,Unknown,Turning right,3,Unknown
1267,826,Motorcycle 50cc and under,U-turn,0,Unknown
1268,826,Unknown,Waiting to turn right,1,Unknown
1269,826,Unknown,Turning left,5,Unknown
1270,826,Unknown,U-turn,4,Unknown
1271,826,Other vehicle,Turning right,5,Unknown
1272,826,Agricultural vehicle,Changing lane to left,4,Heavy oil
1273,826,Goods vehicle over 3.5t and up to 7.5t,U-turn,0,Unknown
1274,826,Van/Goods vehicle 3.5t and under,Going ahead,3,Heavy oil
1275,826,Car,Turning left,3,Heavy oil
1276,826,Minibus (8-16 passenger seats),Going ahead,4,Heavy oil
1277,826,Minibus (8-16 passenger seats),Waiting to go ahead,5,Heavy oil
1278,826,Van/Goods vehicle 3.5t and under,Turning left,0,Gas/Bi-fuel
1279,826,Other vehicle,Turning right,1,Unknown
1280,826,Van/Goods vehicle 3.5t and under,Waiting to go ahead,9,Heavy oil
1281,826,Goods vehicle - unknown weight,U-turn,0,Heavy oil
1282,826,Motorcycle over 125cc and up to 500cc,Parked,0,Electric
1283,826,Ridden horse,Unknown,9,Unknown
1284,826,Electric motorcycle,Waiting to go ahead,0,Unknown
1285,826,Van/Goods vehicle 3.5t and under,Moving off,1,Unknown
1286,826,Ridden horse,Slowing or stopping,0,Unknown
1287,826,Motorcycle - unknown cc,Overtaking moving vehicle on offside,0,Unknown
1288,826,Motorcycle 50cc and under,Going ahead,9,Unknown
1289,826,Agricultural vehicle,Going ahead,,Unknown
1290,826,Goods vehicle over 3.5t and up to 7.5t,Changing lane to right,,Unknown
1291,826,Goods vehicle - unknown weight,Overtaking moving vehicle on offside,0,Unknown
1292,826,Car,Waiting to turn right,,Unknown
1293,826,Car,Overtaking moving vehicle on offside,9,Unknown
1294,826,Goods vehicle - unknown weight,Unknown,9,Unknown
1295,826,Electric motorcycle,Overtaking moving vehicle on offside,0,Unknown
1296,826,Car,Turning left,4,Unknown
1297,826,Car,Parked,9,Unknown
1298,826,Motorcycle over 500cc,Parked,0,Unknown
1299,826,Motorcycle over 125cc and up to 500cc,U-turn,0,Unknown
1300,826,Goods vehicle - unknown weight,Going ahead,,Unknown
1301,826,Car,Waiting to go ahead,,Unknown
1302,826,Goods vehicle - unknown weight,Turning left,0,Unknown
1303,826,Car,Turning right,5,Unknown
1304,826,Car,Moving off,5,Unknown
1305,826,Unknown,Turning right,,Unknown
1306,826,Pedal cycle,Waiting to turn right,,Unknown
1307,826,Motorcycle - unknown cc,Overtaking static vehicle on offside,,Unknown
1308,826,Mobility scooter,Slowing or stopping,0,Unknown
1309,826,Car,Overtaking moving vehicle on offside,,Unknown
1310,826,Car,Turning right,4,Unknown
1311,826,Car,Waiting to go ahead,4,Unknown
1312,826,Pedal cycle,Overtaking moving vehicle on offside,,Unknown
1313,826,Motorcycle - unknown cc,U-turn,0,Unknown
1314,826,Goods vehicle - unknown weight,Unknown,1,Unknown
1315,826,Car,Slowing or stopping,9,Unknown
1316,826,Motorcycle over 125cc and up to 500cc,Turning left,0,Unknown
1317,826,Van/Goods vehicle 3.5t and under,Slowing or stopping,4,Unknown
1318,826,Car,Going ahead,3,Unknown
1319,826,Pedal cycle,Changing lane to right,9,Unknown
1320,826,Electric motorcycle,Unknown,9,Unknown
1321,826,Pedal cycle,Waiting to go ahead,9,Unknown
1322,826,Motorcycle over 125cc and up to 500cc,Overtaking on nearside,0,Unknown
1323,826,Motorcycle 50cc and under,Unknown,0,Unknown
1324,826,Mobility scooter,Unknown,0,Unknown
1325,826,Pedal cycle,Unknown,4,Unknown
1326,826,Goods vehicle - unknown weight,Turning right,1,Unknown
1327,826,Motorcycle - unknown cc,Slowing or stopping,0,Unknown
1328,826,Bus or coach (17+ passenger seats),Turning right,9,Unknown
1329,826,Van/Goods vehicle 3.5t and under,Waiting to turn right,,Unknown
1330,826,Pedal cycle,Waiting to go ahead,3,Unknown
1331,826,Other vehicle,Unknown,4,Unknown
1332,826,Motorcycle over 125cc and up to 500cc,Waiting to go ahead,0,Unknown
1333,826,Tram,Going ahead,,Unknown
1334,826,Goods vehicle over 7.5t,Overtaking moving vehicle on offside,4,Unknown
1335,826,Car,Turning right,,Unknown
1336,826,Goods vehicle - unknown weight,Unknown,5,Unknown
1337,826,Car,Waiting to go ahead,9,Unknown
1338,826,Van/Goods vehicle 3.5t and under,Parked,9,Unknown
1339,826,Pedal cycle,Changing lane to left,9,Unknown
1340,826,Electric motorcycle,Moving off,0,Unknown
1341,826,Other vehicle,Overtaking static vehicle on offside,4,Heavy oil
1342,826,Unknown,Waiting to go ahead,1,Heavy oil
1343,826,Other vehicle,U-turn,0,Petrol
1344,826,Unknown,Waiting to go ahead,5,Heavy oil
1345,826,Minibus (8-16 passenger seats),Moving off,0,Petrol
1346,826,Other vehicle,Slowing or stopping,0,Petrol
1347,826,Motorcycle over 500cc,Overtaking on nearside,0,Unknown
1348,826,Car,Reversing,4,Unknown
1349,826,Motorcycle over 125cc and up to 500cc,Parked,0,Unknown
1350,826,Motorcycle over 500cc,Waiting to turn right,0,Unknown
1351,826,Ridden horse,Turning right,0,Unknown
1352,826,Goods vehicle over 3.5t and up to 7.5t,Waiting to go ahead,1,Unknown
1353,826,Goods vehicle over 7.5t,Slowing or stopping,2,Unknown
1354,826,Goods vehicle over 7.5t,Moving off,1,Unknown
1355,826,Motorcycle over 125cc and up to 500cc,Changing lane to right,0,Unknown
1356,826,Goods vehicle over 7.5t,Unknown,1,Unknown
1357,826,Agricultural vehicle,Parked,0,Unknown
1358,826,Other vehicle,Waiting to go ahead,1,Unknown
1359,826,Agricultural vehicle,Moving off,0,Unknown
1360,826,Van/Goods vehicle 3.5t and under,Overtaking moving vehicle on offside,4,Unknown
1361,826,Motorcycle over 500cc,Changing lane to left,0,Unknown
1362,826,Car,Waiting to turn right,4,Unknown
1363,826,Car,Slowing or stopping,4,Unknown
1364,826,Taxi/Private hire car,Waiting to turn right,0,Unknown
1365,826,Van/Goods vehicle 3.5t and under,Reversing,5,Unknown
1366,826,Car,Changing lane to right,4,Unknown
1367,826,Motorcycle over 500cc,Waiting to turn left,0,Unknown
1368,826,Goods vehicle over 7.5t,Waiting to go ahead,4,Unknown
1369,826,Bus or coach (17+ passenger seats),Waiting to go ahead,0,Petrol
1370,826,Bus or coach (17+ passenger seats),Parked,0,Gas
1371,826,Bus or coach (17+ passenger seats),Waiting to turn right,0,Gas
1372,826,Bus or coach (17+ passenger seats),Slowing or stopping,,Heavy oil
1373,826,Unknown,Turning right,2,Heavy oil
1374,826,Unknown,Waiting to go ahead,3,Petrol
1375,826,Motorcycle 125cc and under,Turning right,0,Heavy oil
1376,826,Other vehicle,Turning right,2,Heavy oil
1377,826,Goods vehicle over 3.5t and up to 7.5t,Changing lane to left,1,Heavy oil
1378,826,Motorcycle - unknown cc,Turning right,0,Petrol
1379,826,Minibus (8-16 passenger seats),Unknown,0,Heavy oil
1380,826,Agricultural vehicle,Unknown,0,Heavy oil
1381,826,Car,Turning right,3,Heavy oil
1382,826,Other vehicle,Slowing or stopping,4,Unknown
1383,826,Agricultural vehicle,Reversing,4,Unknown
1384,826,Agricultural vehicle,Reversing,5,Heavy oil
1385,826,Agricultural vehicle,Waiting to turn right,5,Heavy oil
1386,826,Goods vehicle over 3.5t and up to 7.5t,Going ahead,0,Petrol
1387,826,Unknown,Waiting to turn right,3,Petrol
1388,826,Motorcycle 125cc and under,Waiting to turn left,0,Unknown
1389,826,Taxi/Private hire car,Turning left,0,Electric
1390,826,Car,Turning right,5,Hybrid electric
1391,826,Agricultural vehicle,Slowing or stopping,4,Unknown
1392,826,Car,Reversing,9,Unknown
1393,826,Goods vehicle - unknown weight,Changing lane to left,1,Unknown
1394,826,Motorcycle over 500cc,Reversing,0,Unknown
1395,826,Mobility scooter,Parked,1,Unknown
1396,826,Ridden horse,Waiting to go ahead,0,Unknown
1397,826,Pedal cycle,Overtaking static vehicle on offside,5,Unknown
1398,826,Goods vehicle - unknown weight,Parked,5,Unknown
1399,826,Car,Moving off,4,Unknown
1400,826,Van/Goods vehicle 3.5t and under,Changing lane to left,3,Unknown
1401,826,Goods vehicle - unknown weight,Overtaking static vehicle on offside,3,Unknown
1402,826,Goods vehicle - unknown weight,Turning left,4,Unknown
1403,826,Mobility scooter,Reversing,0,Unknown
1404,826,Goods vehicle - unknown weight,Slowing or stopping,1,Unknown
1405,826,Goods vehicle over 7.5t,Slowing or stopping,4,Unknown
1406,826,Other vehicle,Going ahead,9,Unknown
1407,826,Goods vehicle - unknown weight,Parked,4,Unknown
1408,826,Pedal cycle,Slowing or stopping,9,Unknown
1409,826,Ridden horse,Parked,0,Unknown
1410,826,Mobility scooter,Waiting to go ahead,0,Unknown
1411,826,Agricultural vehicle,Waiting to turn left,4,Unknown
1412,826,Agricultural vehicle,Waiting to turn left,4,Heavy oil
1413,826,Agricultural vehicle,Overtaking moving vehicle on offside,0,Heavy oil
1414,826,Taxi/Private hire car,Changing lane to left,0,Unknown
1415,826,Motorcycle - unknown cc,Waiting to turn right,0,Unknown
1416,826,Motorcycle 125cc and under,Unknown,,Unknown
1417,826,Mobility scooter,Unknown,,Unknown
1418,826,Motorcycle 125cc and under,Turning left,3,Unknown
1419,826,Agricultural vehicle,Parked,2,Unknown
1420,826,Goods vehicle - unknown weight,Overtaking static vehicle on offside,0,Unknown
1421,826,Goods vehicle - unknown weight,Going ahead,4,Unknown
1422,826,Other vehicle,Overtaking on nearside,9,Unknown
1423,826,Other vehicle,Changing lane to right,4,Unknown
1424,826,Unknown,Waiting to go ahead,,Unknown
1425,826,Pedal cycle,Going ahead,4,Unknown
1426,826,Van/Goods vehicle 3.5t and under,Waiting to turn left,5,Unknown
1427,826,Unknown,Changing lane to left,2,Unknown
1428,826,Unknown,Overtaking static vehicle on offside,,Unknown
1429,826,Unknown,Changing lane to right,4,Unknown
1430,826,Van/Goods vehicle 3.5t and under,Overtaking static vehicle on offside,5,Unknown
1431,826,Unknown,Slowing or stopping,2,Unknown
1432,826,Other vehicle,Going ahead,,Unknown
1433,826,Unknown,Waiting to go ahead,2,Unknown
1434,826,Unknown,Waiting to go ahead,5,Unknown
1435,826,Unknown,Reversing,4,Unknown
1436,826,Van/Goods vehicle 3.5t and under,Going ahead,1,Unknown
1437,826,Van/Goods vehicle 3.5t and under,Slowing or stopping,1,Unknown
1438,826,Unknown,Changing lane to right,1,Heavy oil
1439,826,Unknown,Parked,5,Heavy oil
1440,826,Unknown,Waiting to turn left,1,Heavy oil
1441,826,Unknown,Turning right,0,Electric
1442,826,Unknown,Overtaking static vehicle on offside,5,Petrol
1443,826,Unknown,Slowing or stopping,,Petrol
1444,826,Minibus (8-16 passenger seats),Changing lane to right,0,Petrol
1445,826,Minibus (8-16 passenger seats),Turning right,0,Gas
1446,826,Minibus (8-16 passenger seats),Overtaking static vehicle on offside,0,Petrol
1447,826,Van/Goods vehicle 3.5t and under,Waiting to turn left,5,Petrol
1448,826,Pedal cycle,Turning right,0,Petrol
1449,826,Unknown,Reversing,0,Gas/Bi-fuel
1450,826,Unknown,Overtaking moving vehicle on offside,0,Gas/Bi-fuel
1451,826,Unknown,Parked,0,Gas/Bi-fuel
1452,826,Unknown,Turning right,0,Gas/Bi-fuel
1453,826,Car,Going ahead,0,Gas
1454,826,Car,Reversing,3,Petrol
1455,826,Motorcycle over 125cc and up to 500cc,U-turn,0,Petrol
1456,826,Agricultural vehicle,U-turn,0,Gas diesel
1457,826,Goods vehicle over 7.5t,Turning left,4,Heavy oil
1458,826,Other vehicle,Unknown,9,Heavy oil
1459,826,Car,Moving off,4,Petrol
1460,826,Van/Goods vehicle 3.5t and under,Slowing or stopping,0,Electric
1461,826,Motorcycle over 125cc and up to 500cc,Unknown,,Petrol
1462,826,Car,Slowing or stopping,,Heavy oil
1463,826,Car,Going ahead,5,Hybrid electric
1464,826,Goods vehicle over 7.5t,Parked,2,Heavy oil
1465,826,Other vehicle,Waiting to go ahead,0,Petrol
