id_vehicule,id_pays,type_vehicule,manoeuvre,nb_occupants,motorisation
2202,826,Unknown,Turning left,3,Heavy oil
2203,826,Other vehicle,Changing lane to right,4,Petrol
2204,826,Other vehicle,Waiting to turn right,1,Heavy oil
2205,826,Van/Goods vehicle 3.5t and under,Overtaking moving vehicle on offside,3,Petrol
2206,826,Unknown,Turning left,,Heavy oil
2207,826,Unknown,Moving off,2,Heavy oil
2208,826,Car,Waiting to go ahead,5,Heavy oil
2209,826,Unknown,Overtaking on nearside,4,Heavy oil
2210,826,Unknown,Unknown,,Heavy oil
2211,826,Agricultural vehicle,Going ahead,4,Petrol
2212,826,Other vehicle,Reversing,0,Petrol
2213,826,Van/Goods vehicle 3.5t and under,Overtaking static vehicle on offside,5,Heavy oil
2214,826,Motorcycle 125cc and under,Unknown,5,Petrol
2215,826,Unknown,Waiting to turn right,1,Petrol
2216,826,Other vehicle,Waiting to turn right,5,Heavy oil
2217,826,Unknown,U-turn,2,Heavy oil
2218,826,Car,Waiting to go ahead,0,Gas
2219,826,Bus or coach (17+ passenger seats),Waiting to go ahead,1,Heavy oil
2220,826,Taxi/Private hire car,Waiting to turn right,0,Petrol/Gas hybrid
2221,826,Car,U-turn,3,Petrol
2222,826,Goods vehicle over 7.5t,Waiting to turn left,4,Heavy oil
2223,826,Van/Goods vehicle 3.5t and under,Turning right,9,Heavy oil
2224,826,Mobility scooter,Turning right,0,Electric
2225,826,Unknown,Moving off,0,Gas
2226,826,Van/Goods vehicle 3.5t and under,Waiting to turn right,1,Heavy oil
2227,826,Bus or coach (17+ passenger seats),Reversing,0,Petrol
2228,826,Unknown,Waiting to turn right,3,Heavy oil
2229,826,Unknown,U-turn,5,Heavy oil
2230,826,Motorcycle 125cc and under,Overtaking moving vehicle on offside,0,Heavy oil
2231,826,Unknown,Overtaking static vehicle on offside,,Petrol
2232,826,Van/Goods vehicle 3.5t and under,Parked,0,Petrol/Gas hybrid
2233,826,Van/Goods vehicle 3.5t and under,Overtaking moving vehicle on offside,5,Heavy oil
2234,826,Agricultural vehicle,Changing lane to left,5,Heavy oil
2235,826,Unknown,Changing lane to right,2,Heavy oil
2236,826,Van/Goods vehicle 3.5t and under,Slowing or stopping,4,Petrol
2237,826,Other vehicle,Waiting to turn left,0,Petrol
2238,826,Pedal cycle,Overtaking moving vehicle on offside,0,Petrol
2239,826,Unknown,Slowing or stopping,1,Petrol
2240,826,Agricultural vehicle,Overtaking on nearside,0,Unknown
2241,826,Van/Goods vehicle 3.5t and under,Turning right,,Petrol
2242,826,Unknown,Changing lane to left,5,Petrol
2243,826,Pedal cycle,Turning right,0,Heavy oil
2244,826,Unknown,Slowing or stopping,3,Heavy oil
2245,826,Goods vehicle over 7.5t,Turning right,,Heavy oil
2246,826,Minibus (8-16 passenger seats),Waiting to go ahead,0,Petrol/Gas hybrid
2247,826,Unknown,Waiting to turn right,0,Gas/Bi-fuel
2248,826,Bus or coach (17+ passenger seats),Waiting to go ahead,0,Gas
2249,826,Goods vehicle over 3.5t and up to 7.5t,Overtaking moving vehicle on offside,,Heavy oil
2250,826,Van/Goods vehicle 3.5t and under,Turning left,5,Petrol
2251,826,Other vehicle,Moving off,1,Heavy oil
2252,826,Motorcycle 50cc and under,Overtaking static vehicle on offside,0,Heavy oil
2253,826,Other vehicle,Turning right,,Heavy oil
2254,826,Other vehicle,Going ahead,4,Petrol
2255,826,Goods vehicle over 7.5t,Waiting to go ahead,5,Heavy oil
2256,826,Unknown,Overtaking static vehicle on offside,0,Steam
2257,826,Unknown,Turning left,0,Steam
2258,826,Other vehicle,Changing lane to right,4,Heavy oil
2259,826,Unknown,Reversing,1,Petrol
2260,826,Unknown,Waiting to go ahead,0,Gas
2261,826,Bus or coach (17+ passenger seats),Overtaking moving vehicle on offside,0,Petrol
2262,826,Unknown,Overtaking moving vehicle on offside,1,Petrol
2263,826,Unknown,Changing lane to left,2,Heavy oil
2264,826,Van/Goods vehicle 3.5t and under,Going ahead,0,Gas
2265,826,Other vehicle,Moving off,4,Heavy oil
2266,826,Van/Goods vehicle 3.5t and under,Overtaking moving vehicle on offside,4,Petrol
2267,826,Agricultural vehicle,Turning right,5,Petrol
2268,826,Other vehicle,Changing lane to left,5,Heavy oil
2269,826,Motorcycle 50cc and under,Waiting to turn left,5,Petrol
2270,826,Other vehicle,Going ahead,4,Petrol/Gas hybrid
2271,826,Van/Goods vehicle 3.5t and under,Unknown,1,Heavy oil
2272,826,Motorcycle 125cc and under,Slowing or stopping,3,Petrol
2273,826,Motorcycle 50cc and under,Going ahead,9,Petrol
2274,826,Taxi/Private hire car,Unknown,9,Electric
2275,826,Taxi/Private hire car,Waiting to go ahead,0,Electric
2276,826,Other vehicle,Turning left,1,Heavy oil
2277,826,Other vehicle,Changing lane to left,1,Heavy oil
2278,826,Goods vehicle over 3.5t and up to 7.5t,Going ahead,9,Heavy oil
2279,826,Other vehicle,Changing lane to left,9,Heavy oil
2280,826,Car,Turning right,1,Petrol
2281,826,Motorcycle 125cc and under,Parked,5,Petrol
2282,826,Motorcycle over 500cc,Going ahead,4,Petrol
2283,826,Car,Going ahead,1,Heavy oil
2284,826,Motorcycle over 500cc,Overtaking static vehicle on offside,5,Petrol
2285,826,Car,Overtaking on nearside,,Petrol
2286,826,Van/Goods vehicle 3.5t and under,Overtaking moving vehicle on offside,9,Petrol
2287,826,Bus or coach (17+ passenger seats),Unknown,4,Heavy oil
2288,826,Goods vehicle over 3.5t and up to 7.5t,Waiting to turn right,1,Heavy oil
2289,826,Van/Goods vehicle 3.5t and under,Waiting to turn right,0,Electric
2290,826,Bus or coach (17+ passenger seats),Turning right,,Heavy oil
2291,826,Car,Waiting to turn right,9,Heavy oil
2292,826,Motorcycle - unknown cc,Changing lane to left,0,Petrol
2293,826,Van/Goods vehicle 3.5t and under,Moving off,9,Unknown
2294,826,Taxi/Private hire car,Moving off,0,New fuel technology
2295,826,Car,Reversing,9,Hybrid electric
2296,826,Bus or coach (17+ passenger seats),Overtaking moving vehicle on offside,0,Gas
2297,826,Electric motorcycle,Overtaking on nearside,0,Petrol
2298,826,Van/Goods vehicle 3.5t and under,Changing lane to right,3,Unknown
2299,826,Car,Reversing,,Hybrid electric
2300,826,Car,Parked,4,Electric
2301,826,Agricultural vehicle,Turning left,2,Heavy oil
2302,826,Agricultural vehicle,Changing lane to left,0,Heavy oil
2303,826,Bus or coach (17+ passenger seats),Waiting to turn right,0,Electric
2304,826,Motorcycle over 500cc,Going ahead,2,Petrol
2305,826,Motorcycle over 125cc and up to 500cc,Overtaking static vehicle on offside,0,Electric
2306,826,Other vehicle,Going ahead,0,Hybrid electric
2307,826,Car,Overtaking static vehicle on offside,9,Hybrid electric
2308,826,Bus or coach (17+ passenger seats),Turning left,4,Heavy oil
2309,826,Taxi/Private hire car,Moving off,0,Electric diesel
2310,826,Van/Goods vehicle 3.5t and under,Changing lane to left,5,Heavy oil
2311,826,Van/Goods vehicle 3.5t and under,Moving off,9,Heavy oil
2312,826,Taxi/Private hire car,Parked,0,Electric diesel
2313,826,Car,Going ahead,9,Electric diesel
2314,826,Pedal cycle,Unknown,5,Unknown
2315,826,Motorcycle - unknown cc,Going ahead,,Unknown
2316,826,Tram,Waiting to go ahead,0,Unknown
2317,826,Other vehicle,Slowing or stopping,0,Gas diesel
2318,826,Car,Overtaking static vehicle on offside,5,Petrol
2319,826,Goods vehicle over 7.5t,Changing lane to left,2,Unknown
2320,826,Van/Goods vehicle 3.5t and under,Changing lane to right,1,Petrol
2321,826,Motorcycle 125cc and under,Changing lane to left,9,Petrol
2322,826,Goods vehicle - unknown weight,Turning right,0,Steam
2323,826,Van/Goods vehicle 3.5t and under,Slowing or stopping,0,Hybrid electric
2324,826,Goods vehicle over 3.5t and up to 7.5t,Going ahead,2,Heavy oil
2325,826,Goods vehicle over 3.5t and up to 7.5t,Going ahead,0,Petrol/Gas hybrid
2326,826,Minibus (8-16 passenger seats),Turning right,4,Unknown
2327,826,Minibus (8-16 passenger seats),Turning left,3,Unknown
2328,826,Goods vehicle over 7.5t,Parked,2,Unknown
2329,826,Ridden horse,Overtaking moving vehicle on offside,0,Unknown
2330,826,Van/Goods vehicle 3.5t and under,Moving off,3,Heavy oil
2331,826,Goods vehicle over 7.5t,Slowing or stopping,,Heavy oil
2332,826,Goods vehicle over 7.5t,Moving off,,Heavy oil
2333,826,Car,Waiting to go ahead,4,Gas
2334,826,Goods vehicle over 3.5t and up to 7.5t,Overtaking moving vehicle on offside,5,Heavy oil
2335,826,Van/Goods vehicle 3.5t and under,Waiting to turn right,5,Petrol
2336,826,Goods vehicle over 7.5t,Changing lane to left,1,Petrol
2337,826,Goods vehicle over 7.5t,Moving off,1,Gas
2338,826,Unknown,Waiting to turn right,,Petrol
2339,826,Motorcycle 125cc and under,Parked,0,Heavy oil
2340,826,Taxi/Private hire car,Overtaking moving vehicle on offside,3,Heavy oil
2341,826,Taxi/Private hire car,Waiting to go ahead,0,Electric diesel
2342,826,Van/Goods vehicle 3.5t and under,Changing lane to left,9,Heavy oil
2343,826,Motorcycle over 500cc,Moving off,0,Electric
2344,826,Car,Parked,,Electric
2345,826,Other vehicle,Turning left,5,Heavy oil
2346,826,Other vehicle,Parked,4,Petrol
2347,826,Unknown,Waiting to turn left,,Heavy oil
2348,826,Pedal cycle,Slowing or stopping,4,Unknown
2349,826,Motorcycle 50cc and under,Waiting to turn right,5,Unknown
2350,826,Unknown,Waiting to turn right,0,Petrol/Gas hybrid
2351,826,Other vehicle,Moving off,5,Heavy oil
2352,826,Van/Goods vehicle 3.5t and under,Parked,4,Gas/Bi-fuel
2353,826,Van/Goods vehicle 3.5t and under,Turning left,0,Petrol/Gas hybrid
2354,826,Car,Unknown,0,Gas diesel
2355,826,Bus or coach (17+ passenger seats),Waiting to go ahead,0,Petrol/Gas hybrid
2356,826,Van/Goods vehicle 3.5t and under,Slowing or stopping,,Heavy oil
2357,826,Electric motorcycle,Turning right,,Unknown
2358,826,Ridden horse,Moving off,,Unknown
2359,826,Car,Overtaking static vehicle on offside,9,Unknown
2360,826,Electric motorcycle,Overtaking on nearside,0,Unknown
2361,826,Pedal cycle,Slowing or stopping,3,Unknown
2362,826,Motorcycle over 125cc and up to 500cc,Going ahead,,Unknown
2363,826,Other vehicle,Slowing or stopping,2,Unknown
2364,826,Goods vehicle over 3.5t and up to 7.5t,Unknown,,Heavy oil
2365,826,Goods vehicle over 3.5t and up to 7.5t,Moving off,5,Heavy oil
2366,826,Goods vehicle over 7.5t,Going ahead,1,Petrol/Gas hybrid
2367,826,Goods vehicle over 3.5t and up to 7.5t,Reversing,4,Heavy oil
2368,826,Motorcycle over 500cc,Going ahead,3,Petrol
2369,826,Motorcycle over 500cc,Turning right,5,Petrol
2370,826,Goods vehicle over 7.5t,Changing lane to left,9,Heavy oil
2371,826,Goods vehicle over 3.5t and up to 7.5t,Parked,9,Heavy oil
2372,826,Van/Goods vehicle 3.5t and under,Waiting to turn left,4,Heavy oil
2373,826,Other vehicle,Parked,2,Heavy oil
2374,826,Car,Overtaking static vehicle on offside,0,Electric diesel
2375,826,Bus or coach (17+ passenger seats),Parked,5,Heavy oil
2376,826,Taxi/Private hire car,Turning right,0,Petrol/Gas hybrid
2377,826,Van/Goods vehicle 3.5t and under,Reversing,0,Petrol/Gas hybrid
2378,826,Goods vehicle over 3.5t and up to 7.5t,Turning right,0,Gas/Bi-fuel
2379,826,Car,Waiting to turn left,9,Heavy oil
2380,826,Van/Goods vehicle 3.5t and under,Turning right,0,Gas
2381,826,Other vehicle,Overtaking static vehicle on offside,1,Unknown
2382,826,Taxi/Private hire car,Moving off,,Heavy oil
2383,826,Electric motorcycle,Changing lane to left,0,Unknown
2384,826,Bus or coach (17+ passenger seats),Going ahead,9,Unknown
2385,826,Bus or coach (17+ passenger seats),Unknown,4,Unknown
2386,826,Goods vehicle - unknown weight,Overtaking on nearside,1,Unknown
2387,826,Motorcycle 125cc and under,Waiting to go ahead,5,Unknown
2388,826,Car,Waiting to turn right,3,Unknown
2389,826,Electric motorcycle,U-turn,0,Unknown
2390,826,Pedal cycle,Parked,9,Unknown
2391,826,Motorcycle - unknown cc,Waiting to turn left,0,Unknown
2392,826,Car,Overtaking on nearside,9,Unknown
2393,826,Agricultural vehicle,Changing lane to left,5,Unknown
2394,826,Other vehicle,Turning right,0,Petrol/Gas hybrid
2395,826,Bus or coach (17+ passenger seats),Slowing or stopping,2,Unknown
2396,826,Car,Reversing,5,Unknown
2397,826,Car,Waiting to go ahead,2,Unknown
2398,826,Car,Changing lane to right,3,Unknown
2399,826,Car,Reversing,4,Petrol
2400,826,Van/Goods vehicle 3.5t and under,Reversing,0,Gas/Bi-fuel
2401,826,Mobility scooter,Waiting to turn left,0,Electric
2402,826,Goods vehicle over 7.5t,Slowing or stopping,0,Gas
2403,826,Agricultural vehicle,Changing lane to right,4,Heavy oil
2404,826,Goods vehicle over 3.5t and up to 7.5t,Turning left,5,Unknown
2405,826,Car,Overtaking moving vehicle on offside,,Petrol
2406,826,Agricultural vehicle,Going ahead,2,Unknown
2407,826,Car,Slowing or stopping,1,Unknown
2408,826,Mobility scooter,Turning left,0,Unknown
2409,826,Car,Unknown,5,Unknown
2410,826,Van/Goods vehicle 3.5t and under,Unknown,,Petrol
2411,826,Mobility scooter,Changing lane to right,0,Unknown
2412,826,Motorcycle - unknown cc,Going ahead,3,Unknown
2413,826,Other vehicle,Waiting to go ahead,5,Heavy oil
2414,826,Minibus (8-16 passenger seats),Going ahead,3,Heavy oil
2415,826,Van/Goods vehicle 3.5t and under,Slowing or stopping,0,Gas
2416,826,Motorcycle 125cc and under,Going ahead,0,Petrol/Gas hybrid
2417,826,Unknown,Overtaking static vehicle on offside,0,Gas/Bi-fuel
2418,826,Car,Changing lane to right,4,Petrol
2419,826,Car,Reversing,5,Petrol
2420,826,Car,Going ahead,9,Gas/Bi-fuel
2421,826,Goods vehicle over 7.5t,Waiting to turn right,4,Heavy oil
2422,826,Agricultural vehicle,Going ahead,3,Heavy oil
2423,826,Car,Waiting to turn left,3,Heavy oil
2424,826,Taxi/Private hire car,Waiting to go ahead,0,Gas
2425,826,Motorcycle over 500cc,Overtaking moving vehicle on offside,3,Petrol
2426,826,Taxi/Private hire car,Changing lane to left,0,Electric diesel
2427,826,Mobility scooter,Unknown,9,Unknown
2428,826,Pedal cycle,Waiting to turn right,9,Unknown
2429,826,Agricultural vehicle,Unknown,4,Unknown
2430,826,Pedal cycle,Waiting to turn left,9,Unknown
2431,826,Van/Goods vehicle 3.5t and under,Turning right,9,Unknown
2432,826,Motorcycle over 500cc,Waiting to go ahead,5,Petrol
2433,826,Motorcycle 125cc and under,Overtaking static vehicle on offside,4,Petrol
2434,826,Unknown,Changing lane to left,0,Gas
2435,826,Motorcycle 125cc and under,Going ahead,4,Unknown
2436,826,Goods vehicle over 7.5t,Changing lane to right,5,Unknown
2437,826,Bus or coach (17+ passenger seats),Turning right,,Unknown
2438,826,Unknown,Moving off,2,Unknown
2439,826,Minibus (8-16 passenger seats),Going ahead,3,Unknown
2440,826,Van/Goods vehicle 3.5t and under,Waiting to turn right,2,Heavy oil
2441,826,Car,Changing lane to right,2,Petrol
2442,826,Motorcycle - unknown cc,Going ahead,0,Electric
2443,826,Motorcycle 50cc and under,Waiting to turn right,0,Heavy oil
2444,826,Pedal cycle,Reversing,0,Heavy oil
2445,826,Pedal cycle,Moving off,0,Petrol
2446,826,Ridden horse,Going ahead,3,Unknown
2447,826,Motorcycle 50cc and under,Slowing or stopping,0,Gas
2448,826,Car,U-turn,0,Petrol/Gas hybrid
2449,826,Car,Waiting to turn right,2,Petrol
2450,826,Goods vehicle over 3.5t and up to 7.5t,Changing lane to left,9,Unknown
2451,826,Motorcycle - unknown cc,Slowing or stopping,,Unknown
2452,826,Goods vehicle - unknown weight,Changing lane to right,5,Unknown
2453,826,Other vehicle,Waiting to turn right,2,Unknown
2454,826,Agricultural vehicle,Changing lane to left,4,Unknown
2455,826,Minibus (8-16 passenger seats),Waiting to go ahead,3,Unknown
2456,826,Agricultural vehicle,Changing lane to right,5,Unknown
2457,826,Unknown,Reversing,3,Unknown
2458,826,Minibus (8-16 passenger seats),Going ahead,5,Heavy oil
2459,826,Goods vehicle over 3.5t and up to 7.5t,Changing lane to right,0,Petrol
2460,826,Mobility scooter,Going ahead,,Unknown
2461,826,Car,Overtaking static vehicle on offside,,Unknown
2462,826,Bus or coach (17+ passenger seats),Overtaking on nearside,,Unknown
2463,826,Van/Goods vehicle 3.5t and under,Unknown,3,Unknown
2464,826,Car,Changing lane to right,,Unknown
2465,826,Car,Parked,,Unknown
2466,826,Motorcycle over 125cc and up to 500cc,Reversing,0,Unknown
2467,826,Mobility scooter,Going ahead,4,Unknown
2468,826,Car,Waiting to turn left,9,Unknown
2469,826,Unknown,Reversing,2,Petrol
2470,826,Motorcycle 125cc and under,Moving off,5,Petrol
2471,826,Van/Goods vehicle 3.5t and under,Parked,3,Unknown
2472,826,Motorcycle over 500cc,Turning right,4,Unknown
2473,826,Car,Changing lane to left,5,Unknown
2474,826,Goods vehicle over 7.5t,Turning right,4,Petrol
2475,826,Motorcycle 50cc and under,Turning right,0,Heavy oil
2476,826,Motorcycle over 500cc,Slowing or stopping,,Petrol
2477,826,Motorcycle 50cc and under,Slowing or stopping,0,Electric
2478,826,Car,Turning left,2,Petrol
2479,826,Goods vehicle over 7.5t,Turning left,1,Petrol
2480,826,Electric motorcycle,Turning right,0,Petrol
2481,826,Motorcycle 50cc and under,Overtaking static vehicle on offside,0,Electric
2482,826,Other vehicle,Unknown,,Heavy oil
2483,826,Van/Goods vehicle 3.5t and under,Going ahead,0,Steam
2484,826,Motorcycle over 125cc and up to 500cc,Moving off,4,Unknown
2485,826,Unknown,Overtaking on nearside,1,Petrol
2486,826,Unknown,Waiting to turn right,2,Heavy oil
2487,826,Unknown,Overtaking on nearside,0,Gas/Bi-fuel
2488,826,Van/Goods vehicle 3.5t and under,Changing lane to left,2,Heavy oil
2489,826,Van/Goods vehicle 3.5t and under,Overtaking static vehicle on offside,,Unknown
2490,826,Goods vehicle - unknown weight,Overtaking moving vehicle on offside,4,Unknown
2491,826,Taxi/Private hire car,Slowing or stopping,,Unknown
2492,826,Bus or coach (17+ passenger seats),Moving off,2,Unknown
2493,826,Other vehicle,Turning right,9,Unknown
2494,826,Minibus (8-16 passenger seats),Overtaking moving vehicle on offside,4,Unknown
2495,826,Bus or coach (17+ passenger seats),Unknown,2,Unknown
2496,826,Other vehicle,Unknown,1,Unknown
2497,826,Car,Waiting to turn left,5,Unknown
2498,826,Other vehicle,Parked,2,Unknown
2499,826,Van/Goods vehicle 3.5t and under,Waiting to turn left,5,Heavy oil
2500,826,Unknown,Waiting to turn right,0,Steam
2501,826,Motorcycle 50cc and under,Waiting to turn left,0,Heavy oil
2502,826,Goods vehicle over 3.5t and up to 7.5t,Turning right,3,Heavy oil
2503,826,Van/Goods vehicle 3.5t and under,Going ahead,4,Gas/Bi-fuel
2504,826,Goods vehicle over 7.5t,Changing lane to left,2,Heavy oil
2505,826,Pedal cycle,Turning left,5,Unknown
2506,826,Car,Overtaking on nearside,0,Gas/Bi-fuel
2507,826,Van/Goods vehicle 3.5t and under,Turning left,9,Heavy oil
2508,826,Goods vehicle over 7.5t,Changing lane to left,0,Gas
2509,826,Bus or coach (17+ passenger seats),Moving off,1,Unknown
2510,826,Pedal cycle,Waiting to go ahead,5,Unknown
2511,826,Agricultural vehicle,Overtaking on nearside,4,Unknown
2512,826,Agricultural vehicle,Overtaking moving vehicle on offside,5,Unknown
2513,826,Agricultural vehicle,Waiting to turn right,4,Unknown
2514,826,Motorcycle 50cc and under,Waiting to go ahead,9,Petrol
2515,826,Goods vehicle over 7.5t,Slowing or stopping,,Unknown
2516,826,Motorcycle over 125cc and up to 500cc,Turning right,0,Heavy oil
2517,826,Car,Overtaking moving vehicle on offside,5,Unknown
2518,826,Tram,Parked,0,Unknown
2519,826,Goods vehicle over 3.5t and up to 7.5t,Overtaking on nearside,5,Unknown
2520,826,Ridden horse,Slowing or stopping,5,Unknown
2521,826,Van/Goods vehicle 3.5t and under,Changing lane to right,9,Heavy oil
2522,826,Car,Slowing or stopping,0,Gas
2523,826,Unknown,Slowing or stopping,0,Electric
2524,826,Bus or coach (17+ passenger seats),Overtaking moving vehicle on offside,1,Heavy oil
2525,826,Car,Reversing,,Heavy oil
2526,826,Taxi/Private hire car,Unknown,0,Gas/Bi-fuel
2527,826,Goods vehicle over 3.5t and up to 7.5t,Going ahead,0,Electric
2528,826,Agricultural vehicle,Overtaking on nearside,2,Unknown
2529,826,Goods vehicle over 7.5t,Turning right,5,Unknown
2530,826,Taxi/Private hire car,Moving off,,Unknown
2531,826,Goods vehicle over 3.5t and up to 7.5t,Moving off,0,Steam
2532,826,Car,Slowing or stopping,3,Gas/Bi-fuel
2533,826,Car,Waiting to turn left,0,Petrol/Gas hybrid
2534,826,Motorcycle over 500cc,Moving off,5,Petrol
2535,826,Unknown,Changing lane to right,,Heavy oil
2536,826,Goods vehicle over 3.5t and up to 7.5t,Going ahead,9,Unknown
2537,826,Motorcycle 50cc and under,Unknown,,Unknown
2538,826,Minibus (8-16 passenger seats),Moving off,5,Unknown
2539,826,Motorcycle 125cc and under,U-turn,0,Heavy oil
2540,826,Other vehicle,Changing lane to left,0,Electric
2541,826,Car,Waiting to turn left,9,Petrol
2542,826,Goods vehicle over 3.5t and up to 7.5t,Going ahead,3,Heavy oil
2543,826,Car,Slowing or stopping,2,Unknown
2544,826,Motorcycle 125cc and under,U-turn,9,Unknown
2545,826,Pedal cycle,Turning left,9,Unknown
2546,826,Pedal cycle,Overtaking on nearside,3,Unknown
2547,826,Agricultural vehicle,Waiting to turn right,0,Unknown
2548,826,Motorcycle 50cc and under,Moving off,0,Heavy oil
2549,826,Bus or coach (17+ passenger seats),Parked,4,Unknown
2550,826,Van/Goods vehicle 3.5t and under,Waiting to turn right,1,Unknown
2551,826,Car,Turning left,2,Heavy oil
2552,826,Car,Moving off,2,Heavy oil
2553,826,Van/Goods vehicle 3.5t and under,U-turn,2,Unknown
2554,826,Motorcycle 50cc and under,Turning left,0,Heavy oil
2555,826,Unknown,Reversing,2,Unknown
2556,826,Bus or coach (17+ passenger seats),Reversing,4,Unknown
2557,826,Bus or coach (17+ passenger seats),Parked,5,Unknown
2558,826,Goods vehicle over 3.5t and up to 7.5t,Parked,2,Heavy oil
2559,826,Minibus (8-16 passenger seats),Going ahead,0,Petrol/Gas hybrid
2560,826,Motorcycle over 500cc,Slowing or stopping,4,Unknown
2561,826,Car,Going ahead,3,Electric
2562,826,Car,Slowing or stopping,4,Hybrid electric
2563,826,Minibus (8-16 passenger seats),Unknown,9,Heavy oil
2564,826,Van/Goods vehicle 3.5t and under,Moving off,2,Unknown
2565,826,Electric motorcycle,Changing lane to right,0,Electric
2566,826,Motorcycle 50cc and under,Going ahead,1,Unknown
2567,826,Goods vehicle - unknown weight,Changing lane to right,4,Unknown
2568,826,Car,Overtaking static vehicle on offside,5,Unknown
2569,826,Car,Going ahead,5,Gas/Bi-fuel
2570,826,Motorcycle 125cc and under,Turning right,4,Petrol
2571,826,Goods vehicle over 3.5t and up to 7.5t,Reversing,4,Unknown
2572,826,Motorcycle 125cc and under,Overtaking on nearside,9,Petrol
2573,826,Van/Goods vehicle 3.5t and under,Changing lane to right,5,Heavy oil
2574,826,Motorcycle over 125cc and up to 500cc,Overtaking on nearside,0,Electric
2575,826,Car,U-turn,0,Electric diesel
2576,826,Taxi/Private hire car,Slowing or stopping,0,Gas diesel
2577,826,Motorcycle over 125cc and up to 500cc,Slowing or stopping,0,Petrol/Gas hybrid
2578,826,Motorcycle over 500cc,Moving off,5,Unknown
2579,826,Taxi/Private hire car,Turning right,3,Unknown
2580,826,Van/Goods vehicle 3.5t and under,Reversing,2,Petrol
2581,826,Car,Moving off,0,Gas diesel
2582,826,Motorcycle 125cc and under,Going ahead,3,Electric
2583,826,Electric motorcycle,Waiting to turn right,0,Electric
2584,826,Motorcycle over 125cc and up to 500cc,Going ahead,,Petrol
2585,826,Unknown,Overtaking moving vehicle on offside,,Petrol
2586,826,Bus or coach (17+ passenger seats),Going ahead,2,Unknown
2587,826,Goods vehicle over 7.5t,Turning left,2,Unknown
2588,826,Goods vehicle over 7.5t,Waiting to go ahead,2,Unknown
2589,826,Agricultural vehicle,Going ahead,5,Petrol
2590,826,Ridden horse,Waiting to turn left,5,Unknown
2591,826,Van/Goods vehicle 3.5t and under,Changing lane to right,5,Unknown
2592,826,Unknown,Waiting to turn left,3,Petrol
2593,826,Pedal cycle,Waiting to turn right,5,Unknown
2594,826,Motorcycle over 125cc and up to 500cc,Going ahead,4,Petrol
2595,826,Ridden horse,Going ahead,4,Unknown
2596,826,Taxi/Private hire car,Waiting to go ahead,,Heavy oil
2597,826,Electric motorcycle,Overtaking moving vehicle on offside,0,Petrol
2598,826,Other vehicle,Overtaking static vehicle on offside,5,Heavy oil
2599,826,Motorcycle 50cc and under,Changing lane to right,5,Unknown
2600,826,Car,Overtaking static vehicle on offside,0,Gas/Bi-fuel
2601,826,Motorcycle 50cc and under,Overtaking moving vehicle on offside,4,Unknown
2602,826,Van/Goods vehicle 3.5t and under,Reversing,2,Unknown
2603,826,Bus or coach (17+ passenger seats),Reversing,5,Heavy oil
2604,826,Pedal cycle,Changing lane to right,4,Unknown
2605,826,Van/Goods vehicle 3.5t and under,Turning left,3,Unknown
2606,826,Unknown,Waiting to turn right,2,Unknown
2607,826,Minibus (8-16 passenger seats),Overtaking on nearside,0,Petrol
2608,826,Motorcycle 50cc and under,Going ahead,1,Petrol
2609,826,Other vehicle,Moving off,9,Heavy oil
2610,826,Other vehicle,Moving off,,Petrol
2611,826,Van/Goods vehicle 3.5t and under,Changing lane to left,5,Unknown
2612,826,Motorcycle 125cc and under,Going ahead,3,Unknown
2613,826,Goods vehicle over 3.5t and up to 7.5t,Moving off,5,Unknown
2614,826,Pedal cycle,Turning right,3,Unknown
2615,826,Goods vehicle over 7.5t,Reversing,,Heavy oil
2616,826,Goods vehicle over 7.5t,Turning left,,Heavy oil
2617,826,Motorcycle 50cc and under,Waiting to go ahead,0,Heavy oil
2618,826,Motorcycle 125cc and under,Waiting to turn right,9,Petrol
2619,826,Car,Changing lane to right,,Petrol
2620,826,Unknown,Waiting to turn left,3,Unknown
2621,826,Other vehicle,Going ahead,5,Petrol
2622,826,Goods vehicle over 3.5t and up to 7.5t,Waiting to go ahead,5,Heavy oil
2623,826,Goods vehicle over 3.5t and up to 7.5t,Going ahead,3,Unknown
2624,826,Other vehicle,Going ahead,,Heavy oil
2625,826,Agricultural vehicle,Waiting to go ahead,5,Heavy oil
2626,826,Bus or coach (17+ passenger seats),Turning right,9,Heavy oil
2627,826,Car,Overtaking on nearside,9,Gas/Bi-fuel
2628,826,Car,Waiting to turn left,0,Electric diesel
2629,826,Taxi/Private hire car,Changing lane to right,0,Electric
2630,826,Mobility scooter,Changing lane to left,0,Unknown
2631,826,Goods vehicle - unknown weight,Waiting to turn left,1,Unknown
2632,826,Goods vehicle over 3.5t and up to 7.5t,Overtaking on nearside,4,Unknown
2633,826,Minibus (8-16 passenger seats),Reversing,4,Unknown
2634,826,Other vehicle,U-turn,5,Unknown
2635,826,Van/Goods vehicle 3.5t and under,Overtaking moving vehicle on offside,0,Electric
2636,826,Agricultural vehicle,Turning right,,Heavy oil
2637,826,Van/Goods vehicle 3.5t and under,Turning right,2,Heavy oil
2638,826,Goods vehicle over 7.5t,Moving off,5,Unknown
2639,826,Taxi/Private hire car,Going ahead,5,Heavy oil
2640,826,Motorcycle - unknown cc,Changing lane to left,0,Unknown
