id_usager,id_pays,age,sexe,place_vehicule,gravite,cat_usager
1280,826,67,Female,Not passenger,Slight,Passenger
1281,826,54,Male,Not passenger,Fatal,Driver or rider
1282,826,75,Female,Boarding/alighting,Slight,Passenger
1283,826,49,Female,Not passenger,Serious,Driver or rider
1284,826,26,Male,Not passenger,Serious,Pedestrian
1285,826,76,Male,Not passenger,Serious,Driver or rider
1286,826,72,Male,Front seat,Fatal,Passenger
1287,826,15,Female,Front seat,Serious,Passenger
1288,826,58,Male,Front seat,Slight,Passenger
1289,826,14,Male,Boarding/alighting,Slight,Passenger
1290,826,19,Female,Rear seat,Serious,Passenger
1291,826,21,Female,Not passenger,Serious,Passenger
1292,826,78,Male,Not passenger,Slight,Driver or rider
1293,826,68,Male,Not passenger,Serious,Pedestrian
1294,826,81,Male,Not passenger,Serious,Driver or rider
1295,826,51,Female,Boarding/alighting,Slight,Passenger
1296,826,30,Male,Not passenger,Serious,Passenger
1297,826,79,Female,Rear seat,Slight,Passenger
1298,826,6,Female,Rear seat,Slight,Passenger
1299,826,36,Female,Not passenger,Slight,Pedestrian
1300,826,68,Male,Front seat,Slight,Passenger
1301,826,40,Female,Front seat,Serious,Passenger
1302,826,3,Male,Rear seat,Slight,Passenger
1303,826,62,Female,Unknown,Slight,Passenger
1304,826,42,Female,Front seat,Serious,Passenger
1305,826,40,Male,Front seat,Serious,Passenger
1306,826,,Male,Rear seat,Slight,Passenger
1307,826,67,Female,Front seat,Slight,Passenger
1308,826,31,Male,Not passenger,Serious,Passenger
1309,826,14,Female,Not passenger,Serious,Driver or rider
1310,826,11,Male,Front seat,Serious,Passenger
1311,826,5,Male,Rear seat,Slight,Passenger
1312,826,74,Male,Front seat,Slight,Passenger
1313,826,80,Male,Not passenger,Serious,Pedestrian
1314,826,60,Female,Not passenger,Serious,Passenger
1315,826,49,Male,Not passenger,Slight,Passenger
1316,826,24,Female,Boarding/alighting,Slight,Passenger
1317,826,28,Female,Front seat,Serious,Passenger
1318,826,44,Male,Not passenger,Fatal,Driver or rider
1319,826,74,Female,Seated passenger,Slight,Passenger
1320,826,0,Male,Not passenger,Slight,Pedestrian
1321,826,27,Male,Not passenger,Serious,Passenger
1322,826,87,Female,Standing passenger,Serious,Passenger
1323,826,85,Female,Front seat,Serious,Passenger
1324,826,,Male,Not passenger,Serious,Pedestrian
1325,826,54,Male,Not passenger,Slight,Passenger
1326,826,7,Female,Rear seat,Serious,Passenger
1327,826,73,Male,Front seat,Serious,Passenger
1328,826,60,Female,Not passenger,Fatal,Driver or rider
1329,826,52,Male,Not passenger,Fatal,Pedestrian
1330,826,22,Female,Rear seat,Serious,Passenger
1331,826,51,Male,Not passenger,Fatal,Pedestrian
1332,826,37,Female,Rear seat,Serious,Passenger
1333,826,51,Female,Seated passenger,Slight,Passenger
1334,826,88,Male,Not passenger,Serious,Pedestrian
1335,826,31,Male,Not passenger,Fatal,Pedestrian
1336,826,5,Female,Rear seat,Fatal,Passenger
1337,826,92,Male,Front seat,Slight,Passenger
1338,826,33,Female,Rear seat,Slight,Passenger
1339,826,16,Female,Not passenger,Serious,Driver or rider
1340,826,42,Female,Standing passenger,Slight,Passenger
1341,826,70,Female,Rear seat,Serious,Passenger
1342,826,11,Male,Not passenger,Slight,Passenger
1343,826,61,Male,Not passenger,Fatal,Pedestrian
1344,826,50,Male,Not passenger,Fatal,Pedestrian
1345,826,1,Male,Rear seat,Slight,Passenger
1346,826,68,Female,Boarding/alighting,Slight,Passenger
1347,826,,Male,Boarding/alighting,Slight,Passenger
1348,826,89,Female,Not passenger,Slight,Pedestrian
1349,826,17,Male,Rear seat,Fatal,Passenger
1350,826,59,Female,Rear seat,Slight,Passenger
1351,826,3,Male,Boarding/alighting,Slight,Passenger
1352,826,50,Male,Rear seat,Slight,Passenger
1353,826,91,Male,Seated passenger,Slight,Passenger
1354,826,44,Male,Not passenger,Serious,Pedestrian
1355,826,24,Male,Not passenger,Fatal,Driver or rider
1356,826,16,Male,Front seat,Serious,Passenger
1357,826,11,Female,Unknown,Slight,Passenger
1358,826,81,Male,Not passenger,Serious,Pedestrian
1359,826,3,Male,Unknown,Slight,Passenger
1360,826,30,Female,Not passenger,Serious,Passenger
1361,826,42,Female,Not passenger,Serious,Pedestrian
1362,826,35,Female,Not passenger,Serious,Pedestrian
1363,826,80,Female,Seated passenger,Slight,Passenger
1364,826,74,Female,Not passenger,Serious,Driver or rider
1365,826,26,Male,Rear seat,Serious,Passenger
1366,826,28,Female,Not passenger,Serious,Pedestrian
1367,826,31,Female,Not passenger,Slight,Passenger
1368,826,22,Female,Boarding/alighting,Slight,Passenger
1369,826,37,Male,Front seat,Slight,Passenger
1370,826,63,Female,Not passenger,Slight,Driver or rider
1371,826,61,Female,Front seat,Serious,Passenger
1372,826,81,Female,Not passenger,Slight,Pedestrian
1373,826,25,Male,Rear seat,Serious,Passenger
1374,826,53,Male,Boarding/alighting,Serious,Passenger
1375,826,27,Male,Unknown,Slight,Passenger
1376,826,4,Male,Rear seat,Slight,Passenger
1377,826,25,Male,Not passenger,Serious,Passenger
1378,826,76,Male,Rear seat,Slight,Passenger
1379,826,89,Female,Boarding/alighting,Slight,Passenger
1380,826,50,Female,Not passenger,Serious,Pedestrian
1381,826,13,Male,Unknown,Slight,Passenger
1382,826,35,Female,Not passenger,Serious,Passenger
1383,826,50,Female,Rear seat,Serious,Passenger
1384,826,91,Female,Not passenger,Serious,Pedestrian
1385,826,52,Male,Not passenger,Fatal,Driver or rider
1386,826,59,Female,Unknown,Slight,Passenger
1387,826,5,Male,Not passenger,Fatal,Pedestrian
1388,826,73,Female,Not passenger,Slight,Passenger
1389,826,14,Female,Not passenger,Serious,Passenger
1390,826,46,Male,Not passenger,Serious,Passenger
1391,826,70,Female,Seated passenger,Slight,Passenger
1392,826,60,Male,Not passenger,Slight,Passenger
1393,826,67,Female,Standing passenger,Slight,Passenger
1394,826,19,Female,Seated passenger,Slight,Passenger
1395,826,67,Female,Front seat,Serious,Passenger
1396,826,29,Male,Not passenger,Fatal,Pedestrian
1397,826,41,Female,Rear seat,Serious,Passenger
1398,826,64,Female,Not passenger,Serious,Driver or rider
1399,826,15,Female,Not passenger,Serious,Driver or rider
1400,826,86,Male,Not passenger,Slight,Pedestrian
1401,826,14,Female,Standing passenger,Slight,Passenger
1402,826,14,Female,Front seat,Slight,Passenger
1403,826,14,Female,Front seat,Serious,Passenger
1404,826,32,Male,Front seat,Serious,Passenger
1405,826,80,Female,Rear seat,Slight,Passenger
1406,826,13,Male,Front seat,Serious,Passenger
1407,826,47,Male,Front seat,Slight,Passenger
1408,826,75,Male,Not passenger,Fatal,Pedestrian
1409,826,66,Female,Rear seat,Fatal,Passenger
1410,826,16,Male,Standing passenger,Slight,Passenger
1411,826,71,Female,Not passenger,Serious,Pedestrian
1412,826,9,Male,Rear seat,Slight,Passenger
1413,826,65,Female,Standing passenger,Slight,Passenger
1414,826,77,Female,Not passenger,Slight,Pedestrian
1415,826,70,Female,Not passenger,Fatal,Pedestrian
1416,826,85,Female,Not passenger,Serious,Pedestrian
1417,826,78,Female,Not passenger,Serious,Pedestrian
1418,826,38,Female,Unknown,Slight,Passenger
1419,826,10,Unknown,Not passenger,Slight,Driver or rider
1420,826,10,Male,Unknown,Slight,Passenger
1421,826,36,Female,Not passenger,Serious,Driver or rider
1422,826,32,Female,Not passenger,Serious,Passenger
1423,826,81,Female,Front seat,Slight,Passenger
1424,826,60,Female,Front seat,Serious,Passenger
1425,826,24,Male,Not passenger,Slight,Passenger
1426,826,31,Female,Not passenger,Fatal,Driver or rider
1427,826,65,Male,Front seat,Fatal,Passenger
1428,826,13,Female,Unknown,Slight,Passenger
1429,826,51,Female,Rear seat,Slight,Passenger
1430,826,84,Female,Seated passenger,Slight,Passenger
1431,826,56,Male,Front seat,Slight,Passenger
1432,826,3,Female,Front seat,Serious,Passenger
1433,826,14,Male,Not passenger,Slight,Passenger
1434,826,19,Male,Front seat,Fatal,Passenger
1435,826,63,Male,Boarding/alighting,Slight,Passenger
1436,826,44,Male,Front seat,Slight,Passenger
1437,826,12,Male,Boarding/alighting,Slight,Passenger
1438,826,10,Unknown,Not passenger,Slight,Pedestrian
1439,826,16,Female,Not passenger,Fatal,Driver or rider
1440,826,4,Male,Rear seat,Serious,Passenger
1441,826,52,Female,Not passenger,Serious,Pedestrian
1442,826,44,Female,Rear seat,Slight,Passenger
1443,826,32,Male,Front seat,Fatal,Passenger
1444,826,36,Male,Front seat,Serious,Passenger
1445,826,61,Female,Front seat,Fatal,Passenger
1446,826,85,Female,Rear seat,Slight,Passenger
1447,826,78,Male,Not passenger,Serious,Driver or rider
1448,826,43,Female,Not passenger,Serious,Pedestrian
1449,826,10,Male,Seated passenger,Slight,Passenger
1450,826,9,Male,Not passenger,Fatal,Pedestrian
1451,826,65,Male,Not passenger,Fatal,Driver or rider
1452,826,40,Male,Boarding/alighting,Slight,Passenger
1453,826,0,Female,Not passenger,Slight,Passenger
1454,826,70,Female,Boarding/alighting,Serious,Passenger
1455,826,49,Female,Rear seat,Slight,Passenger
1456,826,71,Female,Not passenger,Fatal,Pedestrian
1457,826,92,Female,Not passenger,Slight,Pedestrian
1458,826,70,Male,Front seat,Slight,Passenger
1459,826,19,Male,Unknown,Slight,Passenger
1460,826,87,Male,Not passenger,Slight,Driver or rider
1461,826,20,Male,Unknown,Slight,Passenger
1462,826,46,Female,Rear seat,Slight,Passenger
1463,826,86,Male,Not passenger,Serious,Pedestrian
1464,826,6,Female,Rear seat,Serious,Passenger
1465,826,37,Female,Not passenger,Serious,Pedestrian
1466,826,40,Male,Not passenger,Fatal,Driver or rider
1467,826,82,Female,Not passenger,Serious,Pedestrian
1468,826,73,Female,Front seat,Slight,Passenger
1469,826,80,Male,Not passenger,Slight,Pedestrian
1470,826,44,Male,Rear seat,Slight,Passenger
1471,826,69,Female,Not passenger,Serious,Driver or rider
1472,826,79,Female,Front seat,Serious,Passenger
1473,826,8,Female,Not passenger,Serious,Driver or rider
1474,826,69,Female,Boarding/alighting,Fatal,Passenger
1475,826,74,Female,Rear seat,Slight,Passenger
1476,826,6,Female,Seated passenger,Slight,Passenger
1477,826,83,Female,Not passenger,Serious,Pedestrian
1478,826,1,Female,Front seat,Slight,Passenger
1479,826,62,Male,Boarding/alighting,Slight,Passenger
1480,826,20,Female,Boarding/alighting,Slight,Passenger
1481,826,57,Male,Unknown,Slight,Passenger
1482,826,55,Female,Not passenger,Slight,Passenger
1483,826,27,Female,Not passenger,Fatal,Driver or rider
1484,826,8,Male,Front seat,Slight,Passenger
1485,826,86,Female,Boarding/alighting,Slight,Passenger
1486,826,72,Male,Not passenger,Serious,Pedestrian
1487,826,42,Male,Front seat,Serious,Passenger
1488,826,40,Male,Not passenger,Serious,Passenger
1489,826,66,Female,Rear seat,Slight,Passenger
1490,826,29,Female,Not passenger,Slight,Passenger
1491,826,72,Female,Not passenger,Serious,Driver or rider
1492,826,53,Female,Not passenger,Slight,Passenger
1493,826,41,Male,Not passenger,Fatal,Driver or rider
1494,826,26,Female,Not passenger,Serious,Pedestrian
1495,826,50,Male,Front seat,Serious,Passenger
1496,826,49,Male,Rear seat,Serious,Passenger
1497,826,60,Female,Seated passenger,Serious,Passenger
1498,826,17,Male,Not passenger,Fatal,Passenger
1499,826,59,Female,Front seat,Serious,Passenger
1500,826,42,Female,Rear seat,Slight,Passenger
1501,826,55,Female,Seated passenger,Serious,Passenger
1502,826,58,Male,Rear seat,Serious,Passenger
1503,826,39,Female,Not passenger,Slight,Passenger
1504,826,71,Female,Seated passenger,Slight,Passenger
1505,826,51,Female,Not passenger,Slight,Passenger
1506,826,33,Male,Boarding/alighting,Slight,Passenger
1507,826,35,Female,Rear seat,Fatal,Passenger
1508,826,78,Male,Not passenger,Fatal,Pedestrian
1509,826,78,Female,Not passenger,Slight,Pedestrian
1510,826,,Male,Front seat,Serious,Passenger
1511,826,16,Male,Not passenger,Fatal,Pedestrian
1512,826,53,Male,Front seat,Slight,Passenger
1513,826,84,Female,Standing passenger,Slight,Passenger
1514,826,47,Female,Seated passenger,Slight,Passenger
1515,826,57,Female,Not passenger,Serious,Pedestrian
1516,826,,Female,Boarding/alighting,Serious,Passenger
1517,826,52,Male,Front seat,Serious,Passenger
1518,826,95,Female,Not passenger,Serious,Pedestrian
1519,826,64,Female,Front seat,Serious,Passenger
1520,826,40,Female,Standing passenger,Slight,Passenger
1521,826,53,Male,Not passenger,Fatal,Driver or rider
1522,826,42,Unknown,Front seat,Slight,Passenger
1523,826,81,Male,Front seat,Serious,Passenger
1524,826,43,Male,Not passenger,Serious,Pedestrian
1525,826,34,Male,Not passenger,Fatal,Driver or rider
1526,826,37,Female,Seated passenger,Slight,Passenger
1527,826,68,Female,Standing passenger,Slight,Passenger
1528,826,47,Male,Front seat,Serious,Passenger
1529,826,10,Male,Not passenger,Fatal,Pedestrian
1530,826,36,Male,Not passenger,Serious,Pedestrian
1531,826,51,Male,Front seat,Serious,Passenger
1532,826,67,Female,Not passenger,Serious,Driver or rider
1533,826,28,Male,Not passenger,Fatal,Driver or rider
1534,826,76,Male,Not passenger,Fatal,Pedestrian
1535,826,27,Female,Boarding/alighting,Slight,Passenger
1536,826,71,Female,Not passenger,Serious,Driver or rider
1537,826,70,Female,Rear seat,Slight,Passenger
1538,826,68,Male,Not passenger,Fatal,Pedestrian
1539,826,74,Female,Front seat,Serious,Passenger
1540,826,87,Female,Not passenger,Serious,Pedestrian
1541,826,75,Female,Boarding/alighting,Serious,Passenger
1542,826,44,Female,Front seat,Fatal,Passenger
1543,826,7,Female,Front seat,Slight,Passenger
1544,826,,Unknown,Not passenger,Serious,Pedestrian
1545,826,69,Male,Not passenger,Fatal,Driver or rider
1546,826,51,Male,Not passenger,Slight,Pedestrian
1547,826,59,Female,Seated passenger,Slight,Passenger
1548,826,7,Female,Not passenger,Slight,Driver or rider
1549,826,80,Female,Not passenger,Slight,Driver or rider
1550,826,57,Female,Seated passenger,Slight,Passenger
1551,826,80,Female,Boarding/alighting,Slight,Passenger
1552,826,28,Male,Front seat,Serious,Passenger
1553,826,29,Male,Front seat,Serious,Passenger
1554,826,67,Male,Front seat,Slight,Passenger
1555,826,90,Male,Not passenger,Slight,Driver or rider
1556,826,33,Female,Not passenger,Slight,Pedestrian
1557,826,74,Male,Not passenger,Serious,Pedestrian
1558,826,6,Male,Not passenger,Serious,Passenger
1559,826,40,Male,Rear seat,Slight,Passenger
1560,826,15,Female,Not passenger,Fatal,Pedestrian
1561,826,26,Female,Unknown,Slight,Passenger
1562,826,76,Female,Seated passenger,Slight,Passenger
1563,826,9,Female,Not passenger,Slight,Passenger
1564,826,38,Female,Not passenger,Fatal,Driver or rider
1565,826,3,Female,Rear seat,Serious,Passenger
1566,826,45,Male,Rear seat,Serious,Passenger
1567,826,4,Male,Not passenger,Serious,Passenger
1568,826,33,Male,Front seat,Serious,Passenger
1569,826,23,Female,Front seat,Fatal,Passenger
1570,826,83,Male,Not passenger,Serious,Driver or rider
1571,826,53,Female,Rear seat,Serious,Passenger
1572,826,32,Male,Rear seat,Slight,Passenger
1573,826,38,Male,Front seat,Serious,Passenger
1574,826,62,Female,Front seat,Fatal,Passenger
1575,826,43,Female,Not passenger,Slight,Passenger
1576,826,45,Male,Not passenger,Slight,Passenger
1577,826,65,Female,Boarding/alighting,Slight,Passenger
1578,826,33,Male,Not passenger,Serious,Pedestrian
1579,826,1,Male,Not passenger,Serious,Pedestrian
1580,826,14,Male,Unknown,Slight,Passenger
1581,826,56,Male,Rear seat,Slight,Passenger
1582,826,30,Female,Not passenger,Fatal,Driver or rider
1583,826,39,Male,Not passenger,Serious,Pedestrian
1584,826,45,Male,Front seat,Serious,Passenger
1585,826,55,Female,Not passenger,Serious,Pedestrian
1586,826,40,Female,Rear seat,Serious,Passenger
1587,826,19,Female,Not passenger,Fatal,Driver or rider
1588,826,19,Female,Unknown,Serious,Passenger
1589,826,37,Male,Front seat,Serious,Passenger
1590,826,83,Male,Not passenger,Fatal,Pedestrian
1591,826,41,Female,Seated passenger,Slight,Passenger
1592,826,83,Male,Unknown,Slight,Passenger
1593,826,8,Male,Front seat,Serious,Passenger
1594,826,71,Male,Not passenger,Serious,Driver or rider
1595,826,53,Male,Not passenger,Fatal,Pedestrian
1596,826,81,Female,Front seat,Serious,Passenger
1597,826,63,Male,Not passenger,Fatal,Pedestrian
1598,826,34,Male,Rear seat,Slight,Passenger
1599,826,64,Female,Not passenger,Fatal,Pedestrian
1600,826,65,Male,Seated passenger,Serious,Passenger
1601,826,88,Female,Not passenger,Slight,Pedestrian
1602,826,72,Female,Seated passenger,Slight,Passenger
1603,826,85,Female,Unknown,Slight,Passenger
1604,826,12,Male,Front seat,Slight,Passenger
1605,826,14,Female,Seated passenger,Slight,Passenger
1606,826,13,Male,Boarding/alighting,Slight,Passenger
1607,826,43,Female,Not passenger,Fatal,Driver or rider
1608,826,89,Female,Not passenger,Slight,Passenger
1609,826,65,Male,Not passenger,Fatal,Pedestrian
1610,826,77,Female,Not passenger,Slight,Passenger
1611,826,65,Female,Rear seat,Serious,Passenger
1612,826,52,Female,Rear seat,Fatal,Passenger
1613,826,19,Female,Front seat,Fatal,Passenger
1614,826,15,Male,Not passenger,Fatal,Pedestrian
1615,826,24,Male,Not passenger,Fatal,Passenger
1616,826,47,Male,Seated passenger,Slight,Passenger
1617,826,55,Male,Not passenger,Serious,Passenger
1618,826,41,Male,Unknown,Slight,Passenger
1619,826,51,Female,Not passenger,Serious,Passenger
1620,826,24,Female,Rear seat,Serious,Passenger
1621,826,9,Female,Seated passenger,Slight,Passenger
1622,826,46,Male,Not passenger,Fatal,Driver or rider
1623,826,14,Female,Unknown,Slight,Passenger
1624,826,47,Female,Not passenger,Slight,Passenger
1625,826,20,Female,Unknown,Slight,Passenger
1626,826,32,Male,Not passenger,Fatal,Driver or rider
1627,826,85,Female,Standing passenger,Slight,Passenger
1628,826,40,Male,Front seat,Fatal,Passenger
1629,826,11,Male,Not passenger,Serious,Passenger
1630,826,46,Female,Front seat,Serious,Passenger
1631,826,75,Female,Rear seat,Fatal,Passenger
1632,826,74,Female,Not passenger,Slight,Driver or rider
1633,826,5,Male,Not passenger,Slight,Driver or rider
1634,826,10,Female,Front seat,Serious,Passenger
1635,826,30,Female,Seated passenger,Slight,Passenger
1636,826,27,Female,Front seat,Fatal,Passenger
1637,826,72,Female,Unknown,Slight,Passenger
1638,826,33,Female,Not passenger,Serious,Pedestrian
1639,826,46,Male,Front seat,Serious,Passenger
1640,826,74,Male,Not passenger,Fatal,Pedestrian
1641,826,58,Female,Front seat,Fatal,Passenger
1642,826,60,Male,Unknown,Serious,Passenger
1643,826,48,Male,Front seat,Serious,Passenger
1644,826,19,Female,Boarding/alighting,Slight,Passenger
1645,826,17,Female,Rear seat,Fatal,Passenger
1646,826,55,Female,Front seat,Serious,Passenger
1647,826,75,Male,Not passenger,Slight,Passenger
1648,826,51,Female,Front seat,Serious,Passenger
1649,826,45,Male,Boarding/alighting,Slight,Passenger
1650,826,60,Female,Standing passenger,Slight,Passenger
1651,826,60,Female,Rear seat,Fatal,Passenger
1652,826,40,Male,Standing passenger,Slight,Passenger
1653,826,71,Female,Standing passenger,Slight,Passenger
1654,826,63,Male,Not passenger,Slight,Passenger
1655,826,37,Female,Not passenger,Slight,Passenger
1656,826,67,Female,Boarding/alighting,Slight,Passenger
1657,826,42,Female,Unknown,Slight,Passenger
1658,826,37,Male,Not passenger,Serious,Pedestrian
1659,826,82,Female,Not passenger,Serious,Driver or rider
1660,826,39,Male,Boarding/alighting,Slight,Passenger
1661,826,73,Female,Unknown,Slight,Passenger
1662,826,19,Female,Unknown,Slight,Passenger
1663,826,60,Male,Rear seat,Slight,Passenger
1664,826,23,Male,Not passenger,Fatal,Passenger
1665,826,43,Male,Not passenger,Slight,Passenger
1666,826,,Unknown,Rear seat,Slight,Passenger
1667,826,75,Male,Unknown,Slight,Passenger
1668,826,49,Female,Rear seat,Serious,Passenger
1669,826,,Female,Not passenger,Serious,Driver or rider
1670,826,78,Male,Seated passenger,Slight,Passenger
1671,826,62,Male,Not passenger,Fatal,Driver or rider
1672,826,21,Female,Boarding/alighting,Slight,Passenger
1673,826,38,Female,Not passenger,Slight,Passenger
1674,826,41,Female,Rear seat,Slight,Passenger
1675,826,11,Female,Front seat,Slight,Passenger
1676,826,75,Male,Front seat,Slight,Passenger
1677,826,64,Female,Seated passenger,Serious,Passenger
1678,826,28,Male,Boarding/alighting,Slight,Passenger
1679,826,58,Female,Unknown,Slight,Passenger
1680,826,84,Female,Not passenger,Slight,Pedestrian
1681,826,28,Male,Rear seat,Serious,Passenger
1682,826,86,Female,Standing passenger,Slight,Passenger
1683,826,55,Female,Rear seat,Serious,Passenger
1684,826,6,Male,Front seat,Serious,Passenger
1685,826,66,Female,Standing passenger,Slight,Passenger
1686,826,79,Male,Not passenger,Fatal,Driver or rider
1687,826,76,Male,Not passenger,Serious,Pedestrian
1688,826,33,Female,Not passenger,Serious,Passenger
1689,826,31,Female,Not passenger,Slight,Pedestrian
1690,826,34,Male,Not passenger,Fatal,Pedestrian
1691,826,4,Male,Seated passenger,Slight,Passenger
1692,826,49,Male,Not passenger,Fatal,Driver or rider
1693,826,54,Female,Not passenger,Serious,Pedestrian
1694,826,35,Male,Unknown,Slight,Passenger
1695,826,34,Male,Not passenger,Serious,Pedestrian
1696,826,71,Female,Unknown,Serious,Passenger
1697,826,78,Female,Standing passenger,Slight,Passenger
1698,826,47,Male,Rear seat,Fatal,Passenger
1699,826,17,Female,Unknown,Slight,Passenger
1700,826,34,Female,Rear seat,Serious,Passenger
1701,826,48,Female,Front seat,Fatal,Passenger
1702,826,58,Male,Front seat,Fatal,Passenger
1703,826,52,Female,Unknown,Slight,Passenger
1704,826,18,Male,Front seat,Fatal,Passenger
1705,826,1,Female,Not passenger,Slight,Pedestrian
1706,826,25,Female,Not passenger,Fatal,Driver or rider
1707,826,69,Female,Not passenger,Fatal,Pedestrian
1708,826,52,Female,Rear seat,Slight,Passenger
1709,826,12,Male,Not passenger,Serious,Passenger
1710,826,26,Female,Not passenger,Serious,Passenger
1711,826,28,Female,Not passenger,Serious,Passenger
1712,826,25,Female,Unknown,Slight,Passenger
1713,826,71,Male,Unknown,Slight,Passenger
1714,826,59,Male,Not passenger,Fatal,Driver or rider
1715,826,35,Male,Seated passenger,Slight,Passenger
1716,826,82,Female,Boarding/alighting,Slight,Passenger
1717,826,7,Male,Not passenger,Slight,Passenger
1718,826,81,Female,Not passenger,Slight,Passenger
1719,826,78,Female,Not passenger,Serious,Driver or rider
1720,826,80,Female,Rear seat,Serious,Passenger
1721,826,68,Female,Boarding/alighting,Serious,Passenger
1722,826,65,Male,Unknown,Slight,Passenger
1723,826,86,Female,Front seat,Slight,Passenger
1724,826,77,Female,Front seat,Serious,Passenger
1725,826,35,Female,Unknown,Slight,Passenger
1726,826,26,Female,Rear seat,Serious,Passenger
1727,826,85,Female,Not passenger,Fatal,Pedestrian
1728,826,54,Male,Front seat,Slight,Passenger
1729,826,60,Male,Front seat,Serious,Passenger
1730,826,85,Female,Rear seat,Serious,Passenger
1731,826,70,Male,Not passenger,Slight,Passenger
1732,826,10,Female,Front seat,Fatal,Passenger
1733,826,56,Female,Not passenger,Fatal,Pedestrian
1734,826,60,Male,Unknown,Slight,Passenger
1735,826,37,Female,Not passenger,Serious,Passenger
1736,826,4,Male,Not passenger,Fatal,Driver or rider
1737,826,88,Male,Standing passenger,Slight,Passenger
1738,826,70,Male,Not passenger,Fatal,Pedestrian
1739,826,12,Female,Not passenger,Serious,Driver or rider
1740,826,15,Female,Standing passenger,Slight,Passenger
1741,826,44,Male,Not passenger,Slight,Passenger
1742,826,35,Female,Seated passenger,Slight,Passenger
1743,826,5,Male,Rear seat,Serious,Passenger
1744,826,57,Male,Rear seat,Serious,Passenger
1745,826,15,Male,Unknown,Serious,Passenger
1746,826,45,Female,Not passenger,Slight,Passenger
1747,826,,Female,Standing passenger,Slight,Passenger
1748,826,74,Female,Boarding/alighting,Slight,Passenger
1749,826,5,Female,Unknown,Slight,Passenger
1750,826,77,Female,Standing passenger,Slight,Passenger
1751,826,9,Female,Unknown,Slight,Passenger
1752,826,84,Female,Seated passenger,Serious,Passenger
1753,826,59,Male,Front seat,Serious,Passenger
1754,826,81,Female,Boarding/alighting,Slight,Passenger
1755,826,31,Male,Unknown,Slight,Passenger
1756,826,55,Male,Front seat,Serious,Passenger
1757,826,14,Male,Front seat,Serious,Passenger
1758,826,77,Female,Not passenger,Slight,Driver or rider
1759,826,57,Female,Not passenger,Slight,Passenger
1760,826,1,Female,Front seat,Serious,Passenger
1761,826,59,Male,Unknown,Serious,Passenger
1762,826,80,Male,Not passenger,Fatal,Pedestrian
1763,826,76,Male,Front seat,Slight,Passenger
1764,826,69,Female,Not passenger,Fatal,Driver or rider
1765,826,45,Female,Seated passenger,Slight,Passenger
1766,826,86,Male,Front seat,Slight,Passenger
1767,826,79,Male,Rear seat,Slight,Passenger
1768,826,38,Female,Not passenger,Serious,Pedestrian
1769,826,18,Male,Not passenger,Fatal,Pedestrian
1770,826,68,Female,Rear seat,Serious,Passenger
1771,826,57,Female,Front seat,Fatal,Passenger
1772,826,66,Female,Front seat,Fatal,Passenger
1773,826,54,Male,Standing passenger,Serious,Passenger
1774,826,37,Female,Front seat,Fatal,Passenger
1775,826,82,Male,Not passenger,Slight,Driver or rider
1776,826,46,Female,Unknown,Slight,Passenger
1777,826,13,Female,Unknown,Serious,Passenger
1778,826,68,Female,Seated passenger,Serious,Passenger
1779,826,25,Female,Rear seat,Serious,Passenger
1780,826,27,Male,Not passenger,Fatal,Passenger
1781,826,46,Male,Front seat,Fatal,Passenger
1782,826,75,Female,Not passenger,Serious,Passenger
1783,826,36,Male,Seated passenger,Slight,Passenger
1784,826,21,Male,Not passenger,Fatal,Pedestrian
1785,826,4,Female,Rear seat,Serious,Passenger
1786,826,41,Female,Front seat,Serious,Passenger
1787,826,11,Male,Unknown,Slight,Passenger
1788,826,20,Male,Not passenger,Fatal,Pedestrian
1789,826,77,Male,Not passenger,Fatal,Pedestrian
1790,826,79,Male,Not passenger,Serious,Driver or rider
1791,826,34,Female,Standing passenger,Slight,Passenger
1792,826,78,Male,Boarding/alighting,Slight,Passenger
1793,826,17,Female,Not passenger,Fatal,Driver or rider
1794,826,58,Male,Not passenger,Fatal,Pedestrian
1795,826,75,Female,Rear seat,Slight,Passenger
1796,826,58,Female,Not passenger,Serious,Pedestrian
1797,826,5,Male,Not passenger,Serious,Driver or rider
1798,826,81,Male,Not passenger,Fatal,Pedestrian
1799,826,79,Female,Rear seat,Serious,Passenger
1800,826,37,Male,Not passenger,Fatal,Driver or rider
1801,826,54,Male,Rear seat,Slight,Passenger
1802,826,50,Male,Rear seat,Serious,Passenger
1803,826,80,Female,Not passenger,Fatal,Pedestrian
1804,826,78,Female,Not passenger,Fatal,Pedestrian
1805,826,64,Male,Rear seat,Slight,Passenger
1806,826,72,Female,Not passenger,Fatal,Pedestrian
1807,826,87,Male,Not passenger,Serious,Pedestrian
1808,826,36,Female,Rear seat,Serious,Passenger
1809,826,45,Female,Boarding/alighting,Slight,Passenger
1810,826,45,Female,Not passenger,Serious,Passenger
1811,826,60,Male,Rear seat,Serious,Passenger
1812,826,17,Male,Not passenger,Fatal,Pedestrian
1813,826,8,Male,Unknown,Slight,Passenger
1814,826,76,Male,Seated passenger,Slight,Passenger
1815,826,31,Male,Rear seat,Serious,Passenger
1816,826,67,Female,Unknown,Slight,Passenger
1817,826,89,Female,Rear seat,Slight,Passenger
1818,826,9,Female,Not passenger,Serious,Driver or rider
1819,826,64,Male,Not passenger,Fatal,Driver or rider
